,Ayon Chakraborty,Shishir N. Y. Kolathaya,Surender Baswana,Neeldhara Misra,Mayank Singh,Chandan Saha,Rijurekha Sen,Gugan Thoppe | गुगन थोप्पे,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Vinay P. Namboodiri,Anirban Dasgupta,Arkaprava Basu,Chester Rebeiro,Purushottam Kar,Sukhendu Das,Uday Reddy Bondhugula,Subhashish Banerjee,Piyush Rai,Mitesh Khapra,Shalabh Bhatnagar,Prashanth L.A.,Shanmuganathan Raman,Abhishek Bichhawat,Vinay Ribeiro,Vijay Natarajan,Vinod Ganapathy,Shirish Shevade,Smruti R. Sarangi,Partha Talukdar,Nipun Batra,Arindam Khan,Nitin Saxena,KC Sivaramakrishnan,Raghavan Komondoor,Shweta Agrawal,V Krishna Nandivada,Naveen Garg,Arpita Patra,Arnab Bhattacharya,Jayant Haritsa,Bhavana Kanukurthi,Kartik Nagar,Devarajan Sridharan,Balaraman Ravindran,Siddharth Barman,Chaya Ganesh,Anurag Mittal
Vinay Ribeiro,0.7986097718116643,0.41201498631256683,-0.18351291041610296,-0.15938187888122754,0.12098437144917712,-0.009082281268746656,0.8188654880414568,0.4888243121171479,0.6891285627061864,0.6126119491309217,0.30542288480088725,-0.14564901623059298,0.5298232400936936,0.7152296499137971,0.4756979891324056,0.009669842332952346,0.5432469872584342,0.7302263411460962,0.3521130768525849,0.4375029918453578,0.0970779484528996,0.4848474789589499,0.3087247259253959,0.9999999999999997,0.09077146907465912,0.5510337270380155,0.6658067404343568,0.7124004344675988,0.34308440498598386,0.6497837644695671,-0.2258734104583303,-0.13523765001882695,-0.22137161466322697,0.29640168890136664,0.7151351849317561,-0.19785085244718958,-0.16607944752003345,0.688728579769199,-0.020294683541885766,0.0440465425380692,0.7289444502121397,-0.0814079281422304,0.514677372055534,0.6758799236674476,-0.12319808746341522,0.5907889256756026,0.49301296871381006
Vijay Natarajan,0.21255470947803723,0.05362214650910563,0.6110401590521257,0.039444288534491695,0.06719314162218344,-0.011036910370895102,0.10335654687290101,0.18622582003732846,0.3635382535258275,0.1395160830159662,0.5582496305307038,0.3540307965951657,0.36787896795332453,0.3213287298229692,0.21027018187312216,-0.06130916076457682,0.3649325469492951,0.23684297637284585,0.10085903760880943,0.01980888910033873,0.043817587852627814,0.1713981826445526,0.5531924727467851,0.09077146907465912,1.0000000000000002,0.5787726791284798,0.034685150732211234,0.5997371682762037,0.20751248573057196,0.5060429955904108,0.11260898740306476,0.14187568612828355,0.3071494193848801,0.6519993442848265,0.11092428128643118,0.47821993559974907,-0.08186763256101974,0.10188376655702026,0.5666021976030007,0.10120088710947536,-0.09032543253417967,0.08586204586166254,0.4574516486810869,0.1581659789732878,-0.013965035873469782,0.1134408569046392,0.15025041609754286
Vinod Ganapathy,0.5436776291638716,0.1406264687834557,-0.11225881624529295,-0.35366919610715347,0.08091388555219177,-0.37405573845785467,0.3460933229536369,0.21785824302120768,0.27445069808020117,0.22634726335212402,0.08134045797478057,0.314667605416079,0.6400764106874045,0.2683123029405542,0.22995623456513176,-0.40563908493498346,0.7130974694258213,0.26919794164654,0.11658081373714443,-0.10633928053266073,-0.2797043656342011,0.21941172700089787,0.7430782962317688,0.5510337270380155,0.5787726791284798,0.9999999999999999,0.11155420754312828,0.7351806977820263,0.1580208420830405,0.3672814742424321,-0.29090423695523165,-0.20116439240341294,0.3350254068665241,0.6111323313521407,0.6200623661014079,0.24822204518729804,-0.3926084205047462,0.5777181273544215,0.1331609397873075,-0.12039953599783099,0.5441696415430993,0.14698749239349757,0.3403204131799618,0.16964335813503492,-0.3911489465449038,0.6519999007243026,0.20860857096565216
Shirish Shevade,0.5650309447554309,0.56109374043625,-0.1308896154350139,-0.12804803009055446,0.5967933548455782,0.08750619572636051,0.896818315426479,0.3221282366720592,0.8706044524703266,0.9346747407262508,0.5327694688676081,0.057133964444551974,-0.08336443416976855,0.9007473696252492,0.6252342433778877,0.37283775758652715,0.09059320786368283,0.9417709443919875,0.828325532243554,0.5661404373095141,0.20172673231367816,0.6416346156292929,-0.15130077640760176,0.6658067404343568,0.034685150732211234,0.11155420754312828,0.9999999999999999,0.5072964914226391,0.8185305296242268,0.847947516255679,-0.21323020358661393,-0.169906447549617,-0.1806208090857648,0.07763937007234153,0.10887355396040771,-0.11725002374449094,-0.1940200708970991,0.0908206607999779,-0.07830482010570394,-0.07972650129008865,0.23819170713938745,-0.3370901327722047,0.7419284290879937,0.9037742374250561,-0.10266440290258833,-0.07819617826016835,0.7255545465296016
Smruti R. Sarangi,0.7705409614065156,0.48477811589872394,0.2829002271616076,0.17435847786446196,0.22781842129498697,0.24606807458731114,0.648931138905339,0.6915375351283575,0.6900923287821471,0.5630900292436152,0.6703524727475589,0.14059233568527876,0.6851663384402992,0.7153652641812591,0.5001283859098897,0.22172204878921628,0.6429251205372765,0.6564487098801816,0.39590738173416995,0.5242889068377696,0.3623377168813869,0.48903446987177196,0.573453772092438,0.7124004344675988,0.5997371682762037,0.7351806977820263,0.5072964914226391,1.0000000000000002,0.43677439512979044,0.7809253108320491,0.15758479561219887,0.26931590952095175,0.17808994064737174,0.47814611477244373,0.6065992394859125,0.21073605809768237,0.08255526270313124,0.6291372241688928,0.13568599192106348,-0.119530939406371,0.5767818771335321,-0.03355017462508087,0.6319096058999878,0.6436160313299434,0.1542674207880778,0.4960160477943373,0.4688211630511706
Partha Talukdar,0.21351076973385927,0.25133253523242305,-0.01311339372617387,-0.16660262133657028,0.9207901866150205,-0.03962908752991243,0.58661920788379,0.11548142997947546,0.6389959429860914,0.7887778098204674,0.5092176800417342,0.5584776223998358,-0.18032786379515145,0.7124005377853986,0.36713144281441024,0.4001538016354304,0.1547853889757124,0.6935353711849725,0.9765121411974109,0.2718862826280136,0.039157418039155664,0.3622463815649688,0.027382587153038415,0.34308440498598386,0.20751248573057196,0.1580208420830405,0.8185305296242268,0.43677439512979044,1.0000000000000002,0.6975123403724252,-0.16746191876311475,-0.15579704189646013,0.21029674849973037,0.10887182364607581,-0.04870917101753931,0.16354264386912654,-0.17421522772205492,-0.06610434289526627,0.03614829122444558,0.03657621886145466,0.11175631585419273,-0.18212188594912795,0.5548442211885722,0.6091252597991161,-0.17004950783306344,-0.1726289931887791,0.5226686534058232
Nipun Batra,0.6599678859847359,0.626067179498992,0.25657596941954075,0.03601710089116776,0.3905952157700282,0.20524130037529578,0.8632309132901305,0.5134335635765218,0.9707058823268587,0.8395711765099305,0.7961331663050633,0.07415873172865942,0.1631016863782318,0.9599232160627676,0.6565938071897515,0.30147743179191083,0.20008883941115774,0.9484790572753806,0.6483492904964211,0.6505446129239608,0.34690047477862485,0.6658931258770799,0.11491321773370898,0.6497837644695671,0.5060429955904108,0.3672814742424321,0.847947516255679,0.7809253108320491,0.6975123403724252,1.0000000000000002,-0.0075126146628838614,0.02278653404525076,-0.024646118513918517,0.37539849308446993,0.1665947303326434,0.13241731116456132,-0.10737512943669433,0.16576981163025153,0.21936656633259433,-0.044295158592948525,0.17752745725480737,-0.2215262459345906,0.8796526808361506,0.9128094669698388,0.03688213181628634,-0.01018652452815967,0.679621395369913
Arindam Khan,-0.13794117134186737,-0.05174414880938061,0.707017696889955,0.951264086399916,-0.19748098447636145,0.8884548646137695,-0.21202164209032504,0.6773446039382296,-0.0182841731326195,-0.26860318761197677,0.5580420604591385,-0.19126713486885816,0.2735657311994016,-0.0004253844755385704,-0.1779298935632743,0.6709454356187349,-0.09481004277034352,-0.15084491704149708,-0.21990788115439835,0.516793568856517,0.832572336223933,-0.15757921948435108,-0.028042978347670857,-0.2258734104583303,0.11260898740306476,-0.29090423695523165,-0.21323020358661393,0.15758479561219887,-0.16746191876311475,-0.0075126146628838614,0.9999999999999998,0.9054577737805788,0.2493684263726141,-0.09189354943645917,-0.04637588977766128,0.40087012657517107,0.9073801111860539,0.1242879080845253,0.1491756152894893,0.0474046860539754,0.0732819371221196,0.28379993823386157,-0.17888920561574512,-0.029835450312224943,0.9464905060610596,-0.08738753211680238,-0.2807047301426978
Nitin Saxena,0.09348401530994747,0.03867362177285354,0.6778309069647043,0.9582664358032881,-0.1415316143685842,0.9029603442226118,-0.21279607131793965,0.6267831705280088,-0.05508985938546764,-0.15329908667023953,0.5281664519758962,-0.1835759247676651,0.4653482281223548,-0.006888542409021947,0.023465625347124888,0.7468253968253968,0.1696167481997025,-0.13315328125156878,-0.14577457410835987,0.4762968671359063,0.8307610783980014,-0.006388343499362586,0.10596114002910281,-0.13523765001882695,0.14187568612828355,-0.20116439240341294,-0.169906447549617,0.26931590952095175,-0.15579704189646013,0.02278653404525076,0.9054577737805788,1.0,0.0031263436395171937,-0.13492063492063497,0.17633081419863972,0.11560320791102242,0.9351111005331099,0.30678489926995894,-0.0425674536865664,-0.11086346760754173,0.16000512024577318,-0.007732100007102449,-0.09270001706311272,0.02007680023546362,0.9420052470987805,0.11995252645648036,-0.08638682210633122
KC Sivaramakrishnan,-0.32096032219059134,-0.19635301906936725,0.09643315705363756,-0.008592550726109984,0.26139718559208486,-0.11706368533500446,-0.10700997338804083,0.20575165574635007,-0.05978707948748894,-0.18116240608190334,0.12724909707356916,0.44973426277133294,0.01224615599946664,-0.05825043957775462,-0.3500496996551523,-0.0518973044159856,0.01843180978706373,-0.14692910176167887,0.08621022298821895,-0.09996451280572953,-0.07596940494218535,-0.2946292610418098,0.3041067194003672,-0.22137161466322697,0.3071494193848801,0.3350254068665241,-0.1806208090857648,0.17808994064737174,0.21029674849973037,-0.024646118513918517,0.2493684263726141,0.0031263436395171937,1.0,0.34702414398640963,-0.15861252070428156,0.8827431009692716,-0.041023663162757816,-0.06733731214842495,0.3286555733708636,0.11894671967617822,0.12815917963045703,0.6845488116990642,-0.1381066164286484,-0.2097298634878588,-0.0420447723859253,-0.06732583064332551,-0.3222939061800782
Raghavan Komondoor,0.3424467087143338,0.05156482903047134,0.13164007392500218,-0.2662686956627661,0.013948582230806628,-0.29146188326172906,0.2852372870857488,0.20892772350933625,0.31339303293058524,0.2589712726273949,0.31076632529162407,-0.0037721080431711847,0.32642380928833237,0.19012377048900608,0.44431651472490785,-0.25714285714285723,0.26612282907194695,0.2750379252081584,0.07930543526034572,-0.10157741908138421,-0.25394062375401094,0.4587439046208922,0.27247150293197864,0.29640168890136664,0.6519993442848265,0.6111323313521407,0.07763937007234153,0.47814611477244373,0.10887182364607581,0.37539849308446993,-0.09189354943645917,-0.13492063492063497,0.34702414398640963,0.9999999999999999,0.12134104997689897,0.5068756039175597,-0.3417169334894774,0.11939498473263598,0.7534439302522254,0.3665058715315113,0.1600051202457731,0.5451130505007231,0.5348077907487271,0.20299024360207313,-0.26438816706514634,0.17169675355535421,0.3923310837725823
Shweta Agrawal,0.6187042867271092,0.07677042811358266,-0.060502231445394565,0.04599971425502966,-0.07824306882746819,0.051541752498219275,0.2499250651601142,0.37984536746926734,0.1185277930752222,0.08974241373774443,0.016858537214376832,-0.0367197805749972,0.8911102294207585,0.2149764421800728,0.10472020726916252,0.0013633825840100922,0.8959041611300372,0.14139161914331883,-0.023884929979800715,0.11570103792705858,0.07817750263780282,0.0518230497928451,0.7242059169353395,0.7151351849317561,0.11092428128643118,0.6200623661014079,0.10887355396040771,0.6065992394859125,-0.04870917101753931,0.1665947303326434,-0.04637588977766128,0.17633081419863972,-0.15861252070428156,0.12134104997689897,1.0,-0.2673331828531528,0.11945443080622059,0.9796559596778195,-0.22668754185750428,-0.06252212108371294,0.8571260702065634,-0.0886618971051849,0.003776984711484605,0.12704389762713925,0.047352720615286344,0.9728680321343035,0.07326580904066633
V Krishna Nandivada,-0.2910816029676635,-0.22847949614550825,0.30275840040902724,0.12894525284443556,0.11877929350616845,0.038420226378229144,-0.030437857295030617,0.3405026123034995,0.11847139346578266,-0.1314394803590777,0.3573650209277712,0.27049620473881875,0.01632792093415401,0.0617467923935826,-0.20919556088103208,0.04801979405534777,-0.10485467442429879,-0.015591909509750016,0.018797035992801733,0.014080035964838263,0.058666141020398015,-0.14043108772001597,0.1387699669654741,-0.19785085244718958,0.47821993559974907,0.24822204518729804,-0.11725002374449094,0.21073605809768237,0.16354264386912654,0.13241731116456132,0.40087012657517107,0.11560320791102242,0.8827431009692716,0.5068756039175597,-0.2673331828531528,1.0,0.029171869815803886,-0.14315676302027333,0.5294168131077736,0.1569073102291836,0.017927963484674087,0.7147406611660948,0.03195902574162594,-0.0916983534729971,0.09874561925774938,-0.1976503397941759,-0.2325961084933266
Naveen Garg,-0.09926510496418936,-0.0916269913114497,0.6373471858055675,0.9595433642671516,-0.1394096193997907,0.9116097016507416,-0.2812717576297081,0.5425954715889633,-0.13072349302707165,-0.2606021318933176,0.428688877631121,-0.1622412765971283,0.32228405496615015,-0.054611212846778244,-0.1959327853587064,0.7394103551315172,0.04317088846091028,-0.2121378341497078,-0.17271044927798454,0.46848742340845806,0.8248175047535151,-0.21439189632198236,-5.1167101070653126e-18,-0.16607944752003345,-0.08186763256101974,-0.3926084205047462,-0.1940200708970991,0.08255526270313124,-0.17421522772205492,-0.10737512943669433,0.9073801111860539,0.9351111005331099,-0.041023663162757816,-0.3417169334894774,0.11945443080622059,0.029171869815803886,1.0,0.24834872907230693,-0.07505746185958073,0.0466570434722371,0.13778467676316178,0.031706274046332215,-0.2953286512696744,-0.07334015181744379,0.9648943583203303,0.05626052285003277,-0.2700061531610343
Arpita Patra,0.5883243104459069,0.05963478850162196,0.007692222729370019,0.19086021499831532,-0.10441889464445865,0.18812807974102064,0.24278967442458244,0.5238433695310536,0.12793120399827457,0.05130755052256161,0.09972449695935331,-0.08510844464675188,0.9244669307395023,0.22240219689451307,0.06939782876587368,0.11454869383942934,0.8586753879950523,0.1299742414893564,-0.05480433582010819,0.20747192006902918,0.2074792197014858,0.031218707189543293,0.6915693797156842,0.688728579769199,0.10188376655702026,0.5777181273544215,0.0908206607999779,0.6291372241688928,-0.06610434289526627,0.16576981163025153,0.1242879080845253,0.30678489926995894,-0.06733731214842495,0.11939498473263598,0.9796559596778195,-0.14315676302027333,0.24834872907230693,1.0000000000000002,-0.2138521347889949,-0.08041025756262554,0.9048015049839522,0.006009147119910748,-0.029556333886872264,0.12992060008791975,0.1917216014936965,0.9499469567562099,0.02196029696534169
Arnab Bhattacharya,-0.12350309104659905,-0.1451981566470218,0.49237796848893667,-0.047200970459446406,-0.0643393598612544,-0.09195620984470756,0.02124819376348281,0.08404377528635637,0.21177085578522528,-0.014368884872776967,0.4024432485944241,0.011464629058188836,-0.006252763672833169,0.10492860373351452,0.06812740787835402,-0.14558069160805714,-0.11293315290069034,0.08890507458854587,-0.04907938104920276,-0.03622708345694877,-0.08284392688351333,0.08582284886316865,0.07307003391638675,-0.020294683541885766,0.5666021976030007,0.1331609397873075,-0.07830482010570394,0.13568599192106348,0.03614829122444558,0.21936656633259433,0.1491756152894893,-0.0425674536865664,0.3286555733708636,0.7534439302522254,-0.22668754185750428,0.5294168131077736,-0.07505746185958073,-0.2138521347889949,0.9999999999999998,0.7751525221256328,-0.21883776883255185,0.6469493460765104,0.26772117295959735,0.022317279541934163,-0.019695079349438135,-0.19111733181887625,0.037463663241701015
Jayant Haritsa,-0.2780829028296776,-0.33645527872049863,0.3018062810133711,-0.08574899387941365,0.04507070475612943,-0.11817062277809491,-0.09798781527148337,-0.0960022677748992,-0.004946036339132058,-0.12084378293878054,0.13171153101943825,0.03824778401419538,-0.0610680522499325,-0.016965925127426458,-0.19427166534453127,-0.07395760273292588,-0.04165698684050709,-0.07255560258843372,-0.005255890307228943,-0.12039214851204337,-0.1501275692902882,-0.19938648413353405,0.052166928324410416,0.0440465425380692,0.10120088710947536,-0.12039953599783099,-0.07972650129008865,-0.119530939406371,0.03657621886145466,-0.044295158592948525,0.0474046860539754,-0.11086346760754173,0.11894671967617822,0.3665058715315113,-0.06252212108371294,0.1569073102291836,0.0466570434722371,-0.08041025756262554,0.7751525221256328,1.0000000000000002,-0.0507304122086375,0.5793002095887729,-0.09207213240610197,-0.13875959413097322,-0.020112737843447127,-0.03696159886627061,-0.14818034950644987
Bhavana Kanukurthi,0.5296993494810933,0.04331584251473486,-0.23745857845702356,0.06899739132968714,0.09336252234917461,0.0921734839760378,0.3803285534894446,0.5616156927828215,0.18276066219139384,0.18153574130459119,0.05908020464697487,-0.05238871296920051,0.7560217353944061,0.26757057122954725,0.09084548453280201,0.14240455701873814,0.7271527222313917,0.22251280201699494,0.12811287971368987,0.2135833066977134,0.11787410856688528,0.09567489389204537,0.5035434510665531,0.7289444502121397,-0.09032543253417967,0.5441696415430993,0.23819170713938745,0.5767818771335321,0.11175631585419273,0.17752745725480737,0.0732819371221196,0.16000512024577318,0.12815917963045703,0.1600051202457731,0.8571260702065634,0.017927963484674087,0.13778467676316178,0.9048015049839522,-0.21883776883255185,-0.0507304122086375,1.0000000000000002,0.20459791342591813,-0.004792031152559094,0.2016081775323756,0.08488894399538871,0.8313963978873824,0.09080959992557598
Kartik Nagar,-0.3055849445046291,-0.37363587482510585,0.07087479623525375,-0.0019235973241074607,-0.14173672158427583,-0.10857109293374195,-0.15079991581717217,0.22899004493201472,-0.16391308416442388,-0.3354955639588879,0.008465396459605892,-0.051143136206137585,0.09334640032378581,-0.234889383750884,-0.29868731607470755,-0.1757119726614033,-0.09259597478507971,-0.25140644601537354,-0.2571405628502295,-0.14882446032954733,-0.13358339949388745,-0.2259835469868333,0.06636347265730044,-0.0814079281422304,0.08586204586166254,0.14698749239349757,-0.3370901327722047,-0.03355017462508087,-0.18212188594912795,-0.2215262459345906,0.28379993823386157,-0.007732100007102449,0.6845488116990642,0.5451130505007231,-0.0886618971051849,0.7147406611660948,0.031706274046332215,0.006009147119910748,0.6469493460765104,0.5793002095887729,0.20459791342591813,1.0,-0.22361025447211932,-0.29921883452078446,0.02790436396623636,0.025778625278808042,-0.32514686774674056
Devarajan Sridharan,0.7152687992364491,0.6930168527512917,0.07936914615223943,-0.13549966849300613,0.3056254500867329,0.025673708261710143,0.7957874934523049,0.3206828200578625,0.8313209764651409,0.8768951112489,0.6218076265294255,-0.08190452242277607,0.042552411596486255,0.749099207396809,0.8960413864809296,0.13869348706750326,0.07006747681662479,0.8684581935056673,0.5757994916863579,0.4629110515944184,0.14387398358024991,0.9040609459233624,-0.08500326480627143,0.514677372055534,0.4574516486810869,0.3403204131799618,0.7419284290879937,0.6319096058999878,0.5548442211885722,0.8796526808361506,-0.17888920561574512,-0.09270001706311272,-0.1381066164286484,0.5348077907487271,0.003776984711484605,0.03195902574162594,-0.2953286512696744,-0.029556333886872264,0.26772117295959735,-0.09207213240610197,-0.004792031152559094,-0.22361025447211932,1.0,0.8707728937193975,-0.1324102960755341,-0.132605018517988,0.8949367677936183
Balaraman Ravindran,0.7456525347430673,0.7975902666609289,0.04187671452085398,0.06281256051610652,0.31436871912763764,0.2764477554124962,0.9366791839766281,0.5386058735506196,0.9319372299497907,0.9012339031040137,0.6716840162654202,-0.19832266293024328,0.05594276625727537,0.9113287078153928,0.7672136059114433,0.35673868632128786,0.040716435536440755,0.9678098400937056,0.6205230125492239,0.7672746551739038,0.4167153466748955,0.7937827072342283,-0.1451314660258637,0.6758799236674476,0.1581659789732878,0.16964335813503492,0.9037742374250561,0.6436160313299434,0.6091252597991161,0.9128094669698388,-0.029835450312224943,0.02007680023546362,-0.2097298634878588,0.20299024360207313,0.12704389762713925,-0.0916983534729971,-0.07334015181744379,0.12992060008791975,0.022317279541934163,-0.13875959413097322,0.2016081775323756,-0.29921883452078446,0.8707728937193975,0.9999999999999996,0.08682136024705961,-0.07355529185941605,0.7891763756304895
Siddharth Barman,0.002185420701521811,0.0842981910769694,0.6791679965040752,0.9946244615935579,-0.21787759246759783,0.9762326886307753,-0.1368612893352062,0.6637768480438537,0.03155633257234743,-0.16967705153953808,0.5516808926019053,-0.3059275399490019,0.28947327942688705,0.07207289776766442,-0.0691075403227496,0.7535062761356669,-0.062421706511315546,-0.06827297012967999,-0.18322970190702945,0.6248926646692347,0.9226637774032976,-0.06932416633813403,-0.08124312761804059,-0.12319808746341522,-0.013965035873469782,-0.3911489465449038,-0.10266440290258833,0.1542674207880778,-0.17004950783306344,0.03688213181628634,0.9464905060610596,0.9420052470987805,-0.0420447723859253,-0.26438816706514634,0.047352720615286344,0.09874561925774938,0.9648943583203303,0.1917216014936965,-0.019695079349438135,-0.020112737843447127,0.08488894399538871,0.02790436396623636,-0.1324102960755341,0.08682136024705961,0.9999999999999998,-0.03946634670802423,-0.1686567465054066
Chaya Ganesh,0.49430297431961995,-0.07768048701176891,-0.1170359112192914,-0.03421645380530059,-0.1415381750540435,-0.07621384510621156,0.08218292784563089,0.26314478695833166,-0.06591588584419224,-0.07454161810189651,-0.14077050106270744,-0.0021115448192775693,0.8894888723125962,0.019597845884454394,-0.009776075446227881,-0.12841976361811427,0.9010411553165121,-0.04528244274519014,-0.1492253489629067,-0.08265340182195256,-0.07292863247342186,-0.06373795828618857,0.767104377674704,0.5907889256756026,0.1134408569046392,0.6519999007243026,-0.07819617826016835,0.4960160477943373,-0.1726289931887791,-0.01018652452815967,-0.08738753211680238,0.11995252645648036,-0.06732583064332551,0.17169675355535421,0.9728680321343035,-0.1976503397941759,0.05626052285003277,0.9499469567562099,-0.19111733181887625,-0.03696159886627061,0.8313963978873824,0.025778625278808042,-0.132605018517988,-0.07355529185941605,-0.03946634670802423,1.0000000000000002,-0.048751564275968114
Anurag Mittal,0.7417330389227555,0.6340792858674152,-0.17248363710697984,-0.18405711481871187,0.3975488054550853,-0.02115304510695042,0.7065748508308483,0.1861688300591837,0.6204843810067626,0.9054157319615364,0.39440619842552493,-0.15189199910092316,0.03284226977274111,0.5638797452795634,0.9766890474586885,0.2243010988090837,0.13454272891393615,0.7485412629823336,0.6319637916792162,0.3254139633078842,0.04371246290132096,0.9640881955766213,-0.20170301399024196,0.49301296871381006,0.15025041609754286,0.20860857096565216,0.7255545465296016,0.4688211630511706,0.5226686534058232,0.679621395369913,-0.2807047301426978,-0.08638682210633122,-0.3222939061800782,0.3923310837725823,0.07326580904066633,-0.2325961084933266,-0.2700061531610343,0.02196029696534169,0.037463663241701015,-0.14818034950644987,0.09080959992557598,-0.32514686774674056,0.8949367677936183,0.7891763756304895,-0.1686567465054066,-0.048751564275968114,1.0
