,Subhashish Banerjee,Chester Rebeiro,Shweta Agrawal,Smruti R. Sarangi,Jayant Haritsa,Shirish Shevade,Surender Baswana,Uday Reddy Bondhugula,Rijurekha Sen,Ganesh Ramakrishnan,Gugan Thoppe | गुगन थोप्पे,Chetan Arora,Krithi Ramamritham,Parag Singla,Siddharth Barman,Arkaprava Basu,Vinay P. Namboodiri,V Krishna Nandivada,Shankara Narayanan Krishna,Ayon Chakraborty,Bhavana Kanukurthi,Nitin Saxena,Pulkit Agrawal,Alex Aiken,Arpita Patra,Shivaram Kalyanakrishnan,Prashanth L.A.,Abhishek Bichhawat,Sara Achour,Sukhendu Das,Nima Anari,Anirban Dasgupta,Shishir N. Y. Kolathaya,Phillip Isola,Naveen Garg,Mausam,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Partha Talukdar,Raghavan Komondoor,Sayan Ranu,Piyush Rai,Biswabandan Panda,Chandan Saha,Vinod Ganapathy,Ajit Rajwade,Chaya Ganesh,Mitesh Khapra,Clark Barrett,Soumen Chakrabarti,Supratik Chakraborty,Arindam Khan,Mayank Singh,Neeldhara Misra,KC Sivaramakrishnan,Om P. Damani,Shalabh Bhatnagar,Purushottam Kar,Arnab Bhattacharya,Maneesh Agrawala,Shanmuganathan Raman,Devarajan Sridharan,Parag Chaudhuri,Nipun Batra,Suyash P. Awate,Kartik Nagar,Anurag Mittal,Vijay Natarajan,Balaraman Ravindran,Vinay Ribeiro,abhilash jindal
Phillip Isola,0.18194090190692133,0.34789491495289404,0.32050200693322733,0.623794971699946,0.2292208521348437,0.8998789080599404,0.1466627038155321,0.5287990660954626,0.9005292307072384,0.9061345258441851,0.6459864201164405,0.9453559026911641,0.5492256167175755,0.9110151417668303,0.10207364530451193,0.1874709488766218,0.946359453922422,0.1467396324946608,0.1572384390515897,0.9386061771291851,0.3005793316067209,0.06971954354598307,0.9416153989899196,0.6415896085433175,0.2557899899824966,0.6196753557632757,0.3128800755284568,0.18862294703225732,0.13713893143698186,0.9382192139496188,0.1733002075025519,0.6196481256345883,0.6359594820040096,1.0,0.04021211409199916,0.9466861190194382,0.8946495891955113,0.8056149890225701,0.6817612680671027,0.8113484760719455,0.936593993930967,0.5418807418398497,0.18983071087796485,0.2737128706062838,0.5777885313320025,0.17545302422756656,0.7555024924950728,0.795586695398329,0.8269956506439706,0.196096763670758,0.053070226883027316,0.5638799068192702,0.06122792968507554,0.19730618136358394,0.6023862150403579,0.6163288884152254,0.8423913948567147,0.48377708896750105,0.5195615551047373,0.9329141671470728,0.982532032672145,0.7708162346975505,0.8839481301068693,0.9118637339340198,0.09919093537966524,0.9797520892674558,0.4120360175554506,0.9273548809262406,0.6372388491939431,0.359249591365777
Naveen Garg,0.07170417746073854,0.48477224219542764,0.37236549587103646,0.3141351142267436,0.1779943367781773,0.08373680483602307,0.8232002524929086,0.7814029763925141,0.013550937823601141,0.20919902238206117,0.5845376285754799,0.1016507707142737,0.3700807419128812,0.20269390898528458,0.9927224525045156,0.044328320192548065,0.05210949424958159,0.27339145721833064,0.9565264806735714,0.1053905565114475,0.19192672577265144,0.9881378319425037,0.12946994916669363,0.35601803428728335,0.3763527351136354,0.685644282574024,0.9418620242975494,0.3155350864136198,0.011431982463147052,0.1303077303860856,0.9456369888172362,0.7280394495163806,0.1469978128183837,0.04021211409199916,1.0,0.14159259901515486,0.08772619551861917,0.14282882312296868,0.017591987359090948,0.3525857250507642,0.05433619927823325,0.08317081075537194,0.9723574246354401,0.054866068546764034,0.57213728135896,0.21743355370945597,0.07405764034976309,0.308035573033347,0.166251484250091,0.822371593350723,0.9897703809791423,0.0593084191855945,0.991592231687133,0.1763932606937313,0.13964115693894052,0.6841988338110011,0.3077535712968213,0.11333596853443346,0.23825378455374668,0.13363825058906095,0.20906688028244216,0.3212592354844053,0.19263757824703268,0.15365889612285302,0.26233438237255824,0.02684718471198895,0.18522290767161895,0.18175917942292086,0.0815163120822361,0.44584696209272745
Mausam,0.29327243849769336,0.40217344373935454,0.3871659533512224,0.7335837153846159,0.33395328655447154,0.9542555978523042,0.26937614860551873,0.6344671242418808,0.9360999500168183,0.9842447891445963,0.70598424376127,0.8540608708021645,0.6596210445769137,0.9798980705204896,0.18942650769020053,0.3885274303012476,0.9900751172353794,0.2074953065246605,0.29041033085722817,0.8668259267429186,0.33360139831567226,0.15841477809868088,0.9544328602244334,0.7712559929067454,0.3227017006197592,0.7545901113868542,0.40158603036700197,0.3017494875949942,0.27504950457573607,0.8299428952077351,0.27567342374141757,0.7034196680790955,0.7032271206544426,0.9466861190194382,0.14159259901515486,1.0,0.9211991170679316,0.9361741857974366,0.6398507638308203,0.8952924109233058,0.9404118733056432,0.6175512771488761,0.27196733691164465,0.3786255241858116,0.5896734740359549,0.253106335447765,0.8921866732693331,0.9082245200405692,0.949029871057633,0.32900953052882137,0.14911583018167104,0.7399053047172038,0.14881856386909192,0.3755679952154706,0.617513731497292,0.7172047949757505,0.9097679295647865,0.509536400900085,0.6668579625629261,0.8182875081903085,0.9421470704554677,0.8195757488850877,0.9238996944013874,0.8295323684808404,0.16977091887595464,0.9079906465197309,0.4260858728578294,0.9494810944110483,0.7329246043611685,0.49494813583464814
Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,0.12617464627382574,0.3458336278002985,0.3556825307693781,0.6492530621091852,0.3059377849870488,0.9357692828167249,0.28310970600391516,0.5878051089503072,0.9501114244633233,0.915274029445001,0.7201969991855981,0.7255313555430998,0.6583994491041442,0.9562539664566844,0.15626253324183426,0.19402443858132187,0.907857322656308,0.24932856677510354,0.19379648049162485,0.7427867693052511,0.3214250519152139,0.09776409068798542,0.9165173705627817,0.7451610306205616,0.28304054953810054,0.7423408194235859,0.37815783288244237,0.2625893981588373,0.13449701662213046,0.7027635223584696,0.24320020528118977,0.7096837975167893,0.5780785687187692,0.8946495891955113,0.08772619551861917,0.9211991170679316,0.9999999999999999,0.8176340212611243,0.6670254157543917,0.9269339760641774,0.97364301527682,0.5755522111064989,0.24800529497227786,0.25674366646404573,0.4709595578689329,0.1692258975043639,0.7594769132105265,0.7270936682972046,0.83213875162005,0.2547736309214649,0.11690020538244464,0.5109699149026531,0.11867384803856182,0.2560960022963888,0.41665478565923986,0.6805591879117038,0.9723336571727564,0.5256620319154179,0.4088892149107333,0.6961304405825399,0.8819564613094975,0.6732060905066152,0.9559455225456667,0.7673067591712398,0.15036476533382948,0.8029857777134982,0.4716912428875711,0.9660032381193946,0.63435777122629,0.40689994434611254
Partha Talukdar,0.24197877657663808,0.33323535575685853,0.3210621638096665,0.6663461182128564,0.32822924119903263,0.9062806717548514,0.2676910437827828,0.6141227881181908,0.8180124491688343,0.9564872625686244,0.6144176370580613,0.686684884799291,0.6029843458235615,0.9332108163932602,0.1692211791993283,0.508714778796508,0.9346839632230043,0.2723086410211032,0.3205124612818226,0.690357231839124,0.26905052108425637,0.1461625086358448,0.8140018072437869,0.7617998863730384,0.26547746403280725,0.7423175431415614,0.3514784260550333,0.30952558254086004,0.260038886899449,0.6613799171122995,0.25479433644313954,0.6385999959643422,0.5748920345259904,0.8056149890225701,0.14282882312296868,0.9361741857974366,0.8176340212611243,1.0,0.5743451287453656,0.7903314764875897,0.8289280092588198,0.5567587609253548,0.24162056290072267,0.3255572213775954,0.5536355224271692,0.1900248896335678,0.9900786068076095,0.9068060522647752,0.9391318175854255,0.2915241378322165,0.1462183580405918,0.9068634181720404,0.13851575417907194,0.47524225883427734,0.4755315934838529,0.6165683243047411,0.8258415119047192,0.4583935323881829,0.7639113394052579,0.6554525974673214,0.7928328125142478,0.7296381442047997,0.8311129404224664,0.7001500362005724,0.16701103655209962,0.7746165665687561,0.40649785809663636,0.823147478710907,0.6186738662264099,0.4300850833601403
Raghavan Komondoor,0.17299063325372424,0.46793795705957236,0.28957471526956813,0.6632619588123334,0.40151994205786196,0.526343322419742,0.3538454814212971,0.37388159910854224,0.5943108443724352,0.6841339849771734,0.5369636346707727,0.676533719957911,0.7149322294923285,0.6676089406778435,0.042652705468747776,0.337041256406449,0.5998389519429964,0.6919336597616421,0.16281055048999052,0.6347551801663485,0.2678905196742182,0.046410081522389894,0.5659411827193755,0.7216794775969205,0.2678738299664146,0.5052924808858359,0.15230215438196398,0.4923771276027949,0.1996473140621412,0.6220180765154757,0.2217841560546965,0.5435846066399909,0.3617545733188574,0.6817612680671027,0.017591987359090948,0.6398507638308203,0.6670254157543917,0.5743451287453656,1.0000000000000002,0.5989374359606846,0.5830353038678154,0.7486160507491006,0.07270071974428916,0.3907472844608706,0.6739494353456913,0.20568291535498132,0.5623412266581369,0.5469533359790355,0.6647192083377484,0.19176182318144683,0.05641713754174322,0.41660381956223824,0.051476098872778056,0.5514438283756383,0.3744468721432351,0.33462082887088224,0.6297123133303132,0.7845077148499193,0.5247160616934333,0.6373819892144253,0.6799426487464707,0.5788459706019236,0.7875221505787646,0.842978035623864,0.5288890753421842,0.6318346879959195,0.8249953994608361,0.5646639681523477,0.3951366352401593,0.337990952424495
Sayan Ranu,0.273508513876088,0.4450429291133041,0.4177200713253589,0.7631650502481049,0.5016779585309611,0.863645393391278,0.5332514825923546,0.7547718829904819,0.8891667760116162,0.8984834257287868,0.793431371559328,0.6872863759824837,0.7713756127159166,0.923038975626337,0.40650666090555626,0.2966266689426504,0.8437146546585723,0.30594209943964007,0.4530395105065768,0.7115052638456089,0.31784241444101624,0.3562545783745494,0.892946504548418,0.827737431212216,0.3520512102505169,0.8617401834470358,0.5911174505686905,0.35128445894384014,0.28846002898829903,0.6586326011125305,0.49188898119272845,0.8676985008944812,0.6728030257915296,0.8113484760719455,0.3525857250507642,0.8952924109233058,0.9269339760641774,0.7903314764875897,0.5989374359606846,0.9999999999999999,0.8821777814963582,0.6093797025611349,0.47486965580683893,0.3608733077151308,0.5740343119392979,0.256659730255119,0.7124633243663427,0.7752245907861498,0.8700506063845879,0.5209551334781717,0.3782850453142667,0.5051072963014157,0.365429077245246,0.37725386429466573,0.5188377801637787,0.851564872652756,0.9668281045807116,0.605073177842886,0.49789114520424926,0.6458291186211484,0.8518149573208612,0.7492463979611252,0.927955482530985,0.7149620563271404,0.3322474760354151,0.722463974961779,0.47259648274040356,0.9294114236614283,0.7122084907892496,0.605553050642284
Piyush Rai,0.0934409032563639,0.3022042370826205,0.3398697057585515,0.5726288483536679,0.2151897314541408,0.9674025330434832,0.1445304496087159,0.5523443334477327,0.9600671885094705,0.9061478413221784,0.7089585270073671,0.77978699597245,0.5299870236304345,0.9441615052777462,0.12479328143658963,0.12227077325983973,0.9491820649186344,0.1412513137833484,0.14819646211610682,0.7981095472622733,0.3399147692470667,0.061941644270639105,0.9468698789054103,0.6700056624989597,0.27138472960165305,0.6849071007692765,0.35658597085496446,0.15009926664403184,0.06384984196682066,0.7748829046688516,0.18447191256309758,0.645887119794337,0.5845875014033279,0.936593993930967,0.05433619927823325,0.9404118733056432,0.97364301527682,0.8289280092588198,0.5830353038678154,0.8821777814963582,0.9999999999999999,0.4721395108829469,0.2239684082320518,0.1976797358248636,0.40829656976174356,0.15202572065372444,0.7751104150266156,0.7616098191405427,0.814311841369258,0.17896177737078298,0.06583557675782023,0.539078955650829,0.07592969159252905,0.14399478664218332,0.4523904348546959,0.6677405221934196,0.9336411188910893,0.3934114452772752,0.3899530828606143,0.7737800648310187,0.915552365580841,0.6684385139095104,0.8986589679973477,0.7613492753157004,0.07653075951707439,0.8743545035512745,0.3122221420215796,0.9845501448226319,0.636948903503189,0.33153126996934335
Biswabandan Panda,0.6956894291075423,0.6928019449301306,0.5733980056634077,0.917314196578296,0.3693732177933605,0.47144818230099517,0.4113132107940898,0.3940229365090358,0.6302908605547436,0.6508705040243382,0.5521424705186267,0.5704205325656896,0.8896030357564837,0.6197510096695062,0.07941235171613369,0.7462022608417743,0.5649818434596257,0.49558256422398944,0.24860398823515464,0.6219517890645351,0.46400992511326955,0.11912060274382683,0.5890598551438359,0.7835057981939095,0.5536474584775427,0.5561043088134283,0.2051523197018825,0.8018590168582346,0.6809513796074689,0.45819650687382013,0.2771970152799199,0.4764545907570397,0.6936988166934239,0.5418807418398497,0.08317081075537194,0.6175512771488761,0.5755522111064989,0.5567587609253548,0.7486160507491006,0.6093797025611349,0.4721395108829469,1.0,0.09095307379173427,0.8678647294183429,0.5927377094747288,0.6419430160802622,0.5238154943244906,0.6634013327495498,0.7524576292233004,0.46187591877527195,0.08820469873349411,0.47983308698219695,0.09458055503682153,0.7854672518329007,0.6821180776444857,0.4719894968675731,0.5862812732453107,0.6501294809457824,0.6990441668716771,0.4255576093108072,0.565116717535979,0.7426503688078657,0.743714172556242,0.6206557076450974,0.4195529728940512,0.46861768295240086,0.7516440535502903,0.524757379225666,0.760777750040314,0.715463963613372
Chandan Saha,0.0535068205005168,0.4263811080008525,0.3211609944524709,0.3615718076141182,0.11113797972536957,0.2340973014849274,0.8000286275229926,0.8460640415400196,0.1683040734549764,0.32527222404689954,0.6483984182086331,0.21128666989495187,0.42142948804853186,0.3403908806685052,0.9921065036813271,0.0,0.1878347986019381,0.24827831168861123,0.9494526491399804,0.21095523392247867,0.14757957985570558,0.9774792854225993,0.28900357596760906,0.4304331016341371,0.3147727273733798,0.7500674186036477,0.9861270515296634,0.2266852550024343,0.0,0.2445165773957626,0.9565371817849283,0.7998634384616852,0.24240402999651142,0.18983071087796485,0.9723574246354401,0.27196733691164465,0.24800529497227786,0.24162056290072267,0.07270071974428916,0.47486965580683893,0.2239684082320518,0.09095307379173427,1.0,0.020757242763965993,0.5940798265554151,0.13313127523104623,0.1581828738748784,0.374062117059989,0.24662952299757895,0.83536300816375,0.9776584805825701,0.09218015456420166,0.9840555859601415,0.1463625301521126,0.19076583275148257,0.7871554304512719,0.45193016053697194,0.10575344862949156,0.23955645562060138,0.2501240799095548,0.35302841259846146,0.39894296993652095,0.32469441248366776,0.2559205395369968,0.1757343060517316,0.15376000226939907,0.18464295408455159,0.3453214046657186,0.14957869563097134,0.4882945685823323
Vinod Ganapathy,0.934079386027205,0.6166836613636375,0.5288574762634736,0.8314933102956733,0.2008554785969325,0.23518372360621928,0.2264717819194432,0.23830128378709037,0.4393493778328026,0.36683305591962007,0.3712526608997295,0.36687708140412684,0.7131113629889184,0.3257745916902951,0.031649698416248644,0.8209146156341924,0.3411654437464679,0.3283246395726707,0.20699218313502032,0.45812634332362223,0.4381846260073699,0.09969244753512528,0.4176952434633184,0.6187203829611688,0.5480403107755848,0.30718544891693633,0.12160410650723971,0.7075751675621007,0.8711555925004175,0.24333893956764704,0.22357549983285696,0.20506427065286767,0.7726025533449953,0.2737128706062838,0.054866068546764034,0.3786255241858116,0.25674366646404573,0.3255572213775954,0.3907472844608706,0.3608733077151308,0.1976797358248636,0.8678647294183429,0.020757242763965993,0.9999999999999998,0.32066279070121995,0.7431705475492466,0.29149694089287204,0.554953680962644,0.5650754469049819,0.4893307223372476,0.027102480286784716,0.36832093647723785,0.0455391443945244,0.7768567549522963,0.7994101943774468,0.3955558897862928,0.2862026926466353,0.313801456168517,0.6358429295420457,0.2050375037554847,0.31480984435676124,0.6393169689284542,0.4232352316146844,0.28226113736528585,0.3511873310314432,0.22427227090246252,0.39019737748825273,0.2881880589991966,0.8230684966440956,0.7865167803382848
Ajit Rajwade,0.23824186535982894,0.5372558156292908,0.3260056815184041,0.6741801649475048,0.3484633147254937,0.4075808020985088,0.7502515974450338,0.7132257144258697,0.37376763141240266,0.6680393367712325,0.5531233618181931,0.6774647680437895,0.7218257348009804,0.6181451772240816,0.5805498203329019,0.39634039946830707,0.49995216072273824,0.4153672785259252,0.6895335707110002,0.6247269658082067,0.12805712345030365,0.6135891831326816,0.49183322091417636,0.6171062049102759,0.2844537872905365,0.7361134881961052,0.6193833059093937,0.511449507137101,0.2498757081118438,0.659197922541967,0.6514642476415057,0.7854932256630881,0.4060679064247275,0.5777885313320025,0.57213728135896,0.5896734740359549,0.4709595578689329,0.5536355224271692,0.6739494353456913,0.5740343119392979,0.40829656976174356,0.5927377094747288,0.5940798265554151,0.32066279070121995,0.9999999999999998,0.20036691391091846,0.5114238203857501,0.610203804197402,0.6114623223194643,0.6529947465891298,0.6092177823121898,0.46046960817616267,0.5954227827358327,0.49897033451645295,0.4639933634540102,0.5953241906003377,0.5641716359076244,0.6654728724338231,0.7057204407047046,0.644909116657048,0.6638894516584181,0.7351584939548962,0.6695712393939748,0.8057979768462036,0.27164256450954877,0.5713267406456942,0.777859928094929,0.47250285174078566,0.3042055772829596,0.536631583034563
Chaya Ganesh,0.5935384535494255,0.8930518660207925,0.9263865727937459,0.5368537227737705,0.18010189851072858,0.18827341462111757,0.184720993193384,0.23076766001260868,0.3122649905113211,0.25009299938688984,0.5615278502606662,0.26185382542284863,0.40190733523140587,0.21129876665590927,0.17024134807473734,0.4241383347007951,0.2430498529101188,0.14552162905354726,0.2004957208667051,0.3944061308263376,0.886590800136299,0.18548269209455887,0.25430438100799835,0.3529480981282962,0.9419086539031829,0.3592121931472644,0.22984108921233634,0.8441696525826354,0.3978723951479612,0.19527355923384265,0.21101937584627817,0.2008866417242128,0.42934676601173943,0.17545302422756656,0.21743355370945597,0.253106335447765,0.1692258975043639,0.1900248896335678,0.20568291535498132,0.256659730255119,0.15202572065372444,0.6419430160802622,0.13313127523104623,0.7431705475492466,0.20036691391091846,1.0000000000000002,0.16284055645157375,0.48756758544407025,0.3734937098538107,0.32062468269563166,0.1260883278227831,0.18465620769086663,0.16679254855739092,0.3582297555484821,0.4888918268055595,0.3141738654982872,0.22674548001599737,0.14638062937868468,0.30855662454576704,0.1555394433740862,0.2117187558055742,0.34427319627208003,0.2592010524150949,0.1596455378896483,0.3300362512133748,0.1870856603519941,0.2398926739219059,0.22776105590391188,0.6197583292544311,0.4203765940752547
Mitesh Khapra,0.19830448140784737,0.2925209855427484,0.28573874323208515,0.6042750136640237,0.32064337403981336,0.859392095334419,0.20396295228189112,0.5250021945655189,0.7585836726162553,0.9189797009278603,0.5428296715623405,0.6350672976870223,0.5390138710155891,0.8870948066682105,0.09117092282638334,0.5210170412479248,0.9002951859829007,0.26643942413876015,0.25543836104181433,0.6324987714663939,0.2509737389349579,0.07073587208223633,0.7423064627690986,0.7058445901490659,0.2334208585778105,0.6775504958838662,0.26117091074466725,0.29631626213410883,0.22497914863217247,0.6106027122387907,0.17400688022361657,0.5593064039758947,0.49640777980381917,0.7555024924950728,0.07405764034976309,0.8921866732693331,0.7594769132105265,0.9900786068076095,0.5623412266581369,0.7124633243663427,0.7751104150266156,0.5238154943244906,0.1581828738748784,0.29149694089287204,0.5114238203857501,0.16284055645157375,0.9999999999999999,0.8723904879781635,0.9064795967375471,0.20235871540044448,0.07368341369628205,0.9401381408663848,0.06388306673444383,0.4743785149414938,0.4098800242841408,0.5143422804946948,0.7567660644987797,0.4423832526714966,0.7668095075297533,0.6076589324970785,0.727654037372707,0.6676061035842584,0.7729804894468539,0.6592443141383448,0.16254962606596138,0.7362823088100984,0.39381977315352723,0.7531018463902995,0.5532076964477587,0.3479750283769238
Clark Barrett,0.48446814956922324,0.596932557056717,0.5579628090976984,0.7969046899008301,0.2913559550952224,0.8374766889322062,0.3178029008646639,0.694441681959554,0.8118372099269279,0.9017397414689825,0.7647834400097748,0.7749100525793922,0.6618104139383966,0.8647040003370468,0.3226102762424808,0.5615443887917305,0.8974606342049799,0.30218810257732065,0.46297731423828153,0.8146719308530973,0.49640877165323716,0.31921757454025407,0.8409411660196151,0.808008025408201,0.5310912313145615,0.768127300952569,0.4950566181015745,0.4811167820465607,0.4031842495414012,0.7390883924742792,0.41656322984863026,0.6666613958278703,0.7444695828046242,0.795586695398329,0.308035573033347,0.9082245200405692,0.7270936682972046,0.9068060522647752,0.5469533359790355,0.7752245907861498,0.7616098191405427,0.6634013327495498,0.374062117059989,0.554953680962644,0.610203804197402,0.48756758544407025,0.8723904879781635,1.0000000000000002,0.9369252299835803,0.4766552758580964,0.27717411243201323,0.8270456391761214,0.290285645841074,0.5375509329562101,0.7154978865782462,0.7452005951790146,0.7729361916798433,0.38389417876461124,0.8044879031086979,0.7283727684721141,0.8268642259335109,0.8259467259041346,0.7865913963159912,0.7043422387764174,0.2866914808204752,0.7883803545732094,0.3531071344391709,0.8080394757788815,0.792511528595951,0.6049144685368107
Soumen Chakrabarti,0.4751812062213954,0.48324753801704423,0.43600936537957036,0.8487342266548406,0.47531174754064376,0.8661272326992447,0.365174762596258,0.6328600875831508,0.8711233408083441,0.9556937471939697,0.6761331278792202,0.7591810158615251,0.7724243801311101,0.9265742108115962,0.18930902219707305,0.6196346440962595,0.9219452810195783,0.3419553707994905,0.35046797248429984,0.7832203020768407,0.35587739435261034,0.17994464796045576,0.8695282897850429,0.8606350809882204,0.3864364732715708,0.7585327480320286,0.37377446256628727,0.4706980414035664,0.4815550019682371,0.7038122389166328,0.3183558162673472,0.6892330721742552,0.7510032763602722,0.8269956506439706,0.166251484250091,0.949029871057633,0.83213875162005,0.9391318175854255,0.6647192083377484,0.8700506063845879,0.814311841369258,0.7524576292233004,0.24662952299757895,0.5650754469049819,0.6114623223194643,0.3734937098538107,0.9064795967375471,0.9369252299835803,1.0000000000000002,0.42243998300092017,0.17017917245698763,0.8225216141622286,0.15953039322226525,0.6119394119729442,0.670850039071103,0.6982523122528809,0.8449253199209432,0.6047261668704266,0.8051160180374349,0.6859148989642636,0.8337560134279141,0.8341786230343634,0.8905149658327226,0.7506561846900018,0.34176796416806177,0.7839156121703869,0.5085985794040023,0.8436003568052395,0.8028728242719235,0.6258884281829278
Supratik Chakraborty,0.5511035243298,0.49598948249955743,0.3336582210099045,0.7013071211500376,0.17917797663215837,0.206494305202346,0.8320346664499814,0.7892504603416624,0.26493908185227527,0.3780225849439853,0.5639768800753238,0.2651269469528993,0.7279672412861422,0.37210280217169805,0.8346660756174706,0.45764377791453725,0.22254126681060227,0.3341865687888828,0.9108567391795268,0.29213667377692387,0.10599502694637726,0.8743622274191497,0.37175163880637657,0.6316546342374245,0.3377085796693122,0.707904961730728,0.8519555100921078,0.44853739300587286,0.5381917839944536,0.22348075411300303,0.9182979104540429,0.7314466106927545,0.5924397690682824,0.196096763670758,0.822371593350723,0.32900953052882137,0.2547736309214649,0.2915241378322165,0.19176182318144683,0.5209551334781717,0.17896177737078298,0.46187591877527195,0.83536300816375,0.4893307223372476,0.6529947465891298,0.32062468269563166,0.20235871540044448,0.4766552758580964,0.42243998300092017,0.9999999999999999,0.8447293996253971,0.21565905054117077,0.8458819669566272,0.5655133439404487,0.5339262894695556,0.8201898159,0.44476525011129436,0.25229940998416345,0.5210337496790807,0.20247087470706654,0.3588388122134963,0.614248768710231,0.42586638947499084,0.28085866022907074,0.2477087981871217,0.12283726770913152,0.36268632992112115,0.335717686355366,0.47191217367934507,0.8646594967684372
Arindam Khan,0.05742728549251625,0.41915794211057145,0.286522560328069,0.32893997005323666,0.1898649417578615,0.08414568766138326,0.8670872237071724,0.7917220066925397,0.019080597368323987,0.22429282787390664,0.5499110409553736,0.10461442100858964,0.41423733665634566,0.2236456259577653,0.9921811179630822,0.045212720839356645,0.05001143594782611,0.2908577986664982,0.9636460087319217,0.09431093972633005,0.09061184901252793,0.990320214512324,0.13939212087815414,0.3765551867303809,0.28517479368070964,0.6916178959265864,0.9418619173450237,0.27839817793787813,0.030979881568537794,0.13093011119557943,0.9586538465832355,0.7565169468814702,0.15221769883247088,0.053070226883027316,0.9897703809791423,0.14911583018167104,0.11690020538244464,0.1462183580405918,0.05641713754174322,0.3782850453142667,0.06583557675782023,0.08820469873349411,0.9776584805825701,0.027102480286784716,0.6092177823121898,0.1260883278227831,0.07368341369628205,0.27717411243201323,0.17017917245698763,0.8447293996253971,1.0,0.046305663576186235,0.995292131543938,0.20083251018714582,0.12375633110347925,0.6916473733882186,0.333178668653885,0.16766374339855905,0.24187688815963806,0.13354658551757947,0.22214926007401786,0.32899225160300516,0.22984279806692431,0.18410255604026846,0.2434233404846792,0.02436963558200774,0.2447350756669203,0.19207732746701314,0.05679765040178551,0.4717903056056083
