,Subhashish Banerjee,Chester Rebeiro,Shweta Agrawal,Smruti R. Sarangi,Jayant Haritsa,Shirish Shevade,Surender Baswana,Uday Reddy Bondhugula,Rijurekha Sen,Ganesh Ramakrishnan,Gugan Thoppe | गुगन थोप्पे,Chetan Arora,Krithi Ramamritham,Parag Singla,Siddharth Barman,Arkaprava Basu,Vinay P. Namboodiri,V Krishna Nandivada,Shankara Narayanan Krishna,Ayon Chakraborty,Bhavana Kanukurthi,Nitin Saxena,Pulkit Agrawal,Alex Aiken,Arpita Patra,Shivaram Kalyanakrishnan,Prashanth L.A.,Abhishek Bichhawat,Sara Achour,Sukhendu Das,Nima Anari,Anirban Dasgupta,Shishir N. Y. Kolathaya,Phillip Isola,Naveen Garg,Mausam,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Partha Talukdar,Raghavan Komondoor,Sayan Ranu,Piyush Rai,Biswabandan Panda,Chandan Saha,Vinod Ganapathy,Ajit Rajwade,Chaya Ganesh,Mitesh Khapra,Clark Barrett,Soumen Chakrabarti,Supratik Chakraborty,Arindam Khan,Mayank Singh,Neeldhara Misra,KC Sivaramakrishnan,Om P. Damani,Shalabh Bhatnagar,Purushottam Kar,Arnab Bhattacharya,Maneesh Agrawala,Shanmuganathan Raman,Devarajan Sridharan,Parag Chaudhuri,Nipun Batra,Suyash P. Awate,Kartik Nagar,Anurag Mittal,Vijay Natarajan,Balaraman Ravindran,Vinay Ribeiro,abhilash jindal
Mayank Singh,0.3285482118344313,0.24295345026463333,0.21639709901637413,0.5623407751425233,0.26757941583283484,0.6720194747384849,0.14893898775560596,0.42115713507808666,0.5623807158718133,0.771571731791952,0.3664168532252327,0.5048872244782431,0.4573417362660621,0.7072248052899395,0.04924223577874157,0.6801772602747149,0.7506670207272713,0.23396505898130773,0.26669658388964473,0.5026574458803853,0.1714678064716022,0.0632109060653264,0.5639539149953113,0.6142704958524909,0.1873477706307839,0.5334104226616474,0.1711779861147731,0.30142434868704143,0.35786107614894647,0.4695632967348305,0.1384984929298398,0.3918022106684832,0.47638129102371,0.5638799068192702,0.0593084191855945,0.7399053047172038,0.5109699149026531,0.9068634181720404,0.41660381956223824,0.5051072963014157,0.539078955650829,0.47983308698219695,0.09218015456420166,0.36832093647723785,0.46046960817616267,0.18465620769086663,0.9401381408663848,0.8270456391761214,0.8225216141622286,0.21565905054117077,0.046305663576186235,1.0,0.03404457693875926,0.5804883362547621,0.4402658210254196,0.3905424993636936,0.5255991162908185,0.3292772755342261,0.866788593719915,0.4627998984863919,0.5416982116267623,0.6129242955965922,0.5701230203257482,0.49538458824978054,0.1469998275552401,0.5754280604814948,0.29907891567025285,0.5301766212977923,0.5089798125210259,0.36975794668705525
Neeldhara Misra,0.07143767262104171,0.4545587244887676,0.3267212343337498,0.3321175839318453,0.11771168780997045,0.09135581004790948,0.8359678026785222,0.7907861114350467,0.034196467299206806,0.2188413756288188,0.5816028560301302,0.11540301590476218,0.40604809153209726,0.22255374108710704,0.9960843258377623,0.03209459415320501,0.05616520670589249,0.2881709488816019,0.9615694780405544,0.11342239983169462,0.14116473733910317,0.9953175766722704,0.15203418957733064,0.3776155229868329,0.3309519750699599,0.6904336500168976,0.9530800727556589,0.293493927530524,0.021514247866040614,0.14172800208775124,0.9636458837077579,0.7410537238005341,0.16688558670656806,0.06122792968507554,0.991592231687133,0.14881856386909192,0.11867384803856182,0.13851575417907194,0.051476098872778056,0.365429077245246,0.07592969159252905,0.09458055503682153,0.9840555859601415,0.0455391443945244,0.5954227827358327,0.16679254855739092,0.06388306673444383,0.290285645841074,0.15953039322226525,0.8458819669566272,0.995292131543938,0.03404457693875926,0.9999999999999999,0.1891301404719708,0.14151994043861024,0.7015171410774056,0.33514932161876015,0.1115268716076691,0.22814716093618362,0.14560395714909105,0.23207839369476568,0.33082862404311636,0.22901677650826968,0.1821370619077613,0.21630712121384,0.031923520084560945,0.22321310979600498,0.2034998925372188,0.07464195093402883,0.4750186320803091
KC Sivaramakrishnan,0.728224930858336,0.4037803056668908,0.21171858052560627,0.809893569671257,0.31922480595702346,0.21751638307361454,0.45937169774697106,0.36322608375298854,0.3255656318012133,0.439440676552204,0.2992659346351102,0.23721929266200656,0.8019481219275281,0.3879788786938123,0.156048353799863,0.9012746997416751,0.31269116568413485,0.6511871943156271,0.4117683798073708,0.2517742563224761,0.09664797200188002,0.23080792771775813,0.30423105826122554,0.7653314988547748,0.23941759644498636,0.4151518879111437,0.19805109209742702,0.6028916423108884,0.7978421981231182,0.12202030562933057,0.3934647759819368,0.3558265607730744,0.58391577638202,0.19730618136358394,0.1763932606937313,0.3755679952154706,0.2560960022963888,0.47524225883427734,0.5514438283756383,0.37725386429466573,0.14399478664218332,0.7854672518329007,0.1463625301521126,0.7768567549522963,0.49897033451645295,0.3582297555484821,0.4743785149414938,0.5375509329562101,0.6119394119729442,0.5655133439404487,0.20083251018714582,0.5804883362547621,0.1891301404719708,1.0000000000000002,0.5532151521175235,0.3806379778782637,0.32345994237098497,0.48853537752624077,0.8011702099174689,0.1122728899760928,0.252645739372166,0.573447266671563,0.46945471216463563,0.3136882494971622,0.49728546156308556,0.12437070347108552,0.580324484714597,0.2142511722128357,0.5655830289718992,0.7649805105689458
Om P. Damani,0.8393820151903999,0.4415908125641948,0.3421671632486545,0.8100209253355249,0.12433366771640904,0.4694085522974509,0.16801830587130348,0.42235613721896914,0.6133208497530838,0.5455770444795615,0.43659148089586197,0.7237530716591256,0.6320823649825443,0.5107352415597309,0.1583199551261008,0.6170759580031346,0.588287061989559,0.1426788476903149,0.3005874656662313,0.771675696660218,0.25634133183854785,0.21313445417207197,0.7064587109466485,0.6178966199610113,0.34217208619900286,0.3726245341203356,0.2934213656377952,0.34785694128704975,0.7530024407190284,0.6511937294125438,0.30597785947582967,0.3619145692457587,0.9402849062201846,0.6023862150403579,0.13964115693894052,0.617513731497292,0.41665478565923986,0.4755315934838529,0.3744468721432351,0.5188377801637787,0.4523904348546959,0.6821180776444857,0.19076583275148257,0.7994101943774468,0.4639933634540102,0.4888918268055595,0.4098800242841408,0.7154978865782462,0.670850039071103,0.5339262894695556,0.12375633110347925,0.4402658210254196,0.14151994043861024,0.5532151521175235,1.0000000000000002,0.6140839602803914,0.43064730021331304,0.2499183255640664,0.6846444127687831,0.6241927057489746,0.6545497679787667,0.8447873594923303,0.5350317861144716,0.5466979490053072,0.19239034990695217,0.5918321663363074,0.21339590935665143,0.546096161831308,0.874855126011014,0.7904481164234486
Shalabh Bhatnagar,0.4096814012621034,0.5032118369265294,0.43689184386245256,0.7463437672007106,0.23406343361703727,0.6732212289658528,0.6428793333889025,0.8933360667112611,0.7005411164877346,0.7134066812154453,0.8280132524058794,0.5736589833480632,0.7194866262607197,0.7383449951274745,0.7332654793463353,0.2903925923728326,0.6524834513888148,0.2666658939481929,0.7644368909993178,0.6138619716562954,0.2951202497027721,0.7127897577440472,0.7774325870992684,0.776798478055268,0.4101407883723146,0.8718890126730191,0.8689733108982438,0.317611902109841,0.356298498533703,0.5570049734925384,0.797434282873785,0.8778327861997882,0.7330867837025888,0.6163288884152254,0.6841988338110011,0.7172047949757505,0.6805591879117038,0.6165683243047411,0.33462082887088224,0.851564872652756,0.6677405221934196,0.4719894968675731,0.7871554304512719,0.3955558897862928,0.5953241906003377,0.3141738654982872,0.5143422804946948,0.7452005951790146,0.6982523122528809,0.8201898159,0.6916473733882186,0.3905424993636936,0.7015171410774056,0.3806379778782637,0.6140839602803914,0.9999999999999999,0.8092022104225355,0.28450192641931454,0.49393788162355634,0.5479808621730496,0.7332861391563696,0.7523707147165546,0.7250956470554574,0.5313976500630708,0.2375447912016631,0.538882583744853,0.26229226451076004,0.7813714825806949,0.6867341024704351,0.7711929199255146
Purushottam Kar,0.16791710408428573,0.4429781964094321,0.4302597381157683,0.709603774736256,0.33233053046658534,0.9122108108038378,0.46256705470409387,0.737720162918345,0.913541113382207,0.9233268800676827,0.8178043143940767,0.6863535363798119,0.7311192054437949,0.9608604840033655,0.36963930045768395,0.23815914082989523,0.8766130576947375,0.30895693859423656,0.4078581001108699,0.7093558424815742,0.35366922086433356,0.314898353379186,0.8988418470616156,0.8111835341162464,0.36376836890709296,0.8713879810128369,0.5712708881638369,0.3436973142201745,0.16757970127232538,0.6652494205642604,0.4494186084037145,0.8364757577184432,0.5994148037156127,0.8423913948567147,0.3077535712968213,0.9097679295647865,0.9723336571727564,0.8258415119047192,0.6297123133303132,0.9668281045807116,0.9336411188910893,0.5862812732453107,0.45193016053697194,0.2862026926466353,0.5641716359076244,0.22674548001599737,0.7567660644987797,0.7729361916798433,0.8449253199209432,0.44476525011129436,0.333178668653885,0.5255991162908185,0.33514932161876015,0.32345994237098497,0.43064730021331304,0.8092022104225355,1.0000000000000002,0.5197443383804143,0.46393143020411404,0.6579999041398231,0.868578489954967,0.7134187455662455,0.9568019217250364,0.738884018225893,0.20496462490453451,0.7454595023285051,0.49221963078295755,0.9576327568268298,0.6433246748611867,0.5158169613402261
Arnab Bhattacharya,0.14800258788615644,0.3624769789224651,0.21796481345071203,0.5797803824953373,0.8207241472279866,0.3603608099638971,0.5787741194746396,0.36396148386181515,0.39510352419834904,0.5792982105514962,0.3395621130925417,0.4891117180679936,0.6811104939501159,0.5365958410039613,0.11083855483649868,0.3617198295005848,0.42389013953205396,0.48255388094248597,0.21066076354892413,0.44062867268851696,0.09614569089099516,0.10472293340339316,0.38544503029221033,0.5595604129196706,0.1571738193025821,0.49772955425563775,0.15277456782892368,0.4938769942492098,0.269321407090597,0.43926530397930824,0.21839612948065887,0.5943880840843836,0.2538007149790493,0.48377708896750105,0.11333596853443346,0.509536400900085,0.5256620319154179,0.4583935323881829,0.7845077148499193,0.605073177842886,0.3934114452772752,0.6501294809457824,0.10575344862949156,0.313801456168517,0.6654728724338231,0.14638062937868468,0.4423832526714966,0.38389417876461124,0.6047261668704266,0.25229940998416345,0.16766374339855905,0.3292772755342261,0.1115268716076691,0.48853537752624077,0.2499183255640664,0.28450192641931454,0.5197443383804143,0.9999999999999999,0.476358744162378,0.4224357200886362,0.48749637454323014,0.48234867506715506,0.6521662166089333,0.677288536214175,0.5904181712547731,0.4496521277568218,0.839151969922914,0.3993660742936069,0.2972343061954518,0.3290339873535247
Maneesh Agrawala,0.6081727421595026,0.4000849417083319,0.25395751371466774,0.7853595367468579,0.30853540784972194,0.4954053840959046,0.40104067851986747,0.5156032391209862,0.4762844497318998,0.7087905935795604,0.375428316808348,0.5815455438980975,0.6988937574662065,0.6282245323019617,0.22034866359828523,0.8585184499749458,0.625938573586156,0.37147699305517473,0.4704184197241842,0.5727049727491584,0.11651235012137766,0.28182149517028504,0.5398185678520622,0.7118272683781846,0.23681061188622018,0.5643646613269093,0.30355188766953317,0.48495979830688385,0.6380655266502703,0.513007901289123,0.36650401587059434,0.4846761711682381,0.6491092179193595,0.5195615551047373,0.23825378455374668,0.6668579625629261,0.4088892149107333,0.7639113394052579,0.5247160616934333,0.49789114520424926,0.3899530828606143,0.6990441668716771,0.23955645562060138,0.6358429295420457,0.7057204407047046,0.30855662454576704,0.7668095075297533,0.8044879031086979,0.8051160180374349,0.5210337496790807,0.24187688815963806,0.866788593719915,0.22814716093618362,0.8011702099174689,0.6846444127687831,0.49393788162355634,0.46393143020411404,0.476358744162378,1.0,0.4942117446817179,0.5558493662124371,0.8073790395182364,0.5890875476450966,0.5868376290580802,0.2603474882451695,0.5187034798861939,0.5149442658401433,0.44068153614828,0.6008346250159285,0.6641531906533337
Shanmuganathan Raman,0.14046489235776297,0.36302886370029125,0.28529386698062564,0.521814220445554,0.17900928320936443,0.7331669005857783,0.13690971341486266,0.5067919416572698,0.7154531645862868,0.7671733359956492,0.5878490336788293,0.9804102801316278,0.41916129604356417,0.74880933063779,0.18329050665703353,0.08315737353812323,0.814420969632363,0.14524712904391907,0.22093739057465564,0.9489708701444143,0.27072806221660783,0.1681903417016179,0.8177845449433265,0.5115074933348439,0.24035465640644144,0.51240783815414,0.3410219639802531,0.12956749799209283,0.05265631417433004,0.9951891074355464,0.2269952614915336,0.5663295091077679,0.5514078491058294,0.9329141671470728,0.13363825058906095,0.8182875081903085,0.6961304405825399,0.6554525974673214,0.6373819892144253,0.6458291186211484,0.7737800648310187,0.4255576093108072,0.2501240799095548,0.2050375037554847,0.644909116657048,0.1555394433740862,0.6076589324970785,0.7283727684721141,0.6859148989642636,0.20247087470706654,0.13354658551757947,0.4627998984863919,0.14560395714909105,0.1122728899760928,0.6241927057489746,0.5479808621730496,0.6579999041398231,0.4224357200886362,0.4942117446817179,1.0000000000000002,0.9384949614313173,0.7328331453192628,0.7204168424383702,0.9213849540538889,0.139193102745826,0.9666282462921799,0.3472914520271087,0.7760353961320337,0.5079305527343072,0.2820633275538963
Devarajan Sridharan,0.2349160567506139,0.4210852542678459,0.36157534950976616,0.6909736930727656,0.23857372095054297,0.8795815944644769,0.2845427489937084,0.6500846455916273,0.8865383116389122,0.9087618694554955,0.7287016319507101,0.9494135083396641,0.6246161707588518,0.9142464142156133,0.27057528709978196,0.20985690230172765,0.9238416667486286,0.21449441610926873,0.3237195382424719,0.9438532016946477,0.3106064652032234,0.24376629972302702,0.9513812809055001,0.7080454530581257,0.304116726404201,0.7086343476296459,0.46869803511531805,0.2341625220935513,0.17989068350491932,0.9418549806650521,0.34682352103472214,0.724526526371766,0.6846074812449077,0.982532032672145,0.20906688028244216,0.9421470704554677,0.8819564613094975,0.7928328125142478,0.6799426487464707,0.8518149573208612,0.915552365580841,0.565116717535979,0.35302841259846146,0.31480984435676124,0.6638894516584181,0.2117187558055742,0.727654037372707,0.8268642259335109,0.8337560134279141,0.3588388122134963,0.22214926007401786,0.5416982116267623,0.23207839369476568,0.252645739372166,0.6545497679787667,0.7332861391563696,0.868578489954967,0.48749637454323014,0.5558493662124371,0.9384949614313173,1.0,0.8301256224135523,0.8977278019654643,0.9192439889744805,0.15682279404393176,0.9553343642621143,0.4334879998562414,0.9344749826329821,0.663002275197704,0.4686083175718523
Parag Chaudhuri,0.5813318705114529,0.47184142996695516,0.35235011392200427,0.8702559085077668,0.25527170704426366,0.6809747369893749,0.4399793335203914,0.6631280262586176,0.7322835460650804,0.8085368823295648,0.603560964151788,0.8081815128504225,0.7931624497999862,0.7832319025773702,0.3451453979216733,0.6153288830274403,0.7701230745060776,0.28527881065399097,0.4883616576892334,0.8171030878235845,0.2073556797271485,0.3722271343499934,0.8279636501872288,0.7761480236431199,0.3068805959768341,0.6953935748665696,0.4967461006560881,0.3991091862348746,0.5605964217770006,0.7521070174584072,0.4738518869839205,0.6753011234344725,0.8288649565809277,0.7708162346975505,0.3212592354844053,0.8195757488850877,0.6732060905066152,0.7296381442047997,0.5788459706019236,0.7492463979611252,0.6684385139095104,0.7426503688078657,0.39894296993652095,0.6393169689284542,0.7351584939548962,0.34427319627208003,0.6676061035842584,0.8259467259041346,0.8341786230343634,0.614248768710231,0.32899225160300516,0.6129242955965922,0.33082862404311636,0.573447266671563,0.8447873594923303,0.7523707147165546,0.7134187455662455,0.48234867506715506,0.8073790395182364,0.7328331453192628,0.8301256224135523,0.9999999999999999,0.7913467145958513,0.7694926435728918,0.1877717461931835,0.729617843776457,0.4894163929902636,0.7375418885429182,0.7677121966976455,0.7543076977753397
Nipun Batra,0.28609663557326465,0.4740740454067882,0.40664749424127933,0.8078888812269334,0.35598828066235616,0.8662417121014616,0.4500728168191639,0.6557453955717336,0.9083224845294388,0.9437976070585591,0.7445702474997784,0.7783101992290278,0.8264460837000153,0.9613271176554218,0.24882504533297103,0.3804539404102226,0.8837091237508272,0.38005563771773715,0.3391295646171819,0.7872416000834355,0.31854769220690404,0.2223224238700974,0.898151940641166,0.84683655472353,0.34274831613902446,0.8077064241059804,0.44738008246928607,0.4389710041852994,0.30238869112618794,0.7334163018458786,0.37695411256369565,0.7819939718284661,0.6579390034881516,0.8839481301068693,0.19263757824703268,0.9238996944013874,0.9559455225456667,0.8311129404224664,0.7875221505787646,0.927955482530985,0.8986589679973477,0.743714172556242,0.32469441248366776,0.4232352316146844,0.6695712393939748,0.2592010524150949,0.7729804894468539,0.7865913963159912,0.8905149658327226,0.42586638947499084,0.22984279806692431,0.5701230203257482,0.22901677650826968,0.46945471216463563,0.5350317861144716,0.7250956470554574,0.9568019217250364,0.6521662166089333,0.5890875476450966,0.7204168424383702,0.8977278019654643,0.7913467145958513,0.9999999999999998,0.8519449015157233,0.24421017674795525,0.7924645567221472,0.6630258039717107,0.9170631208083885,0.6799722144913755,0.5710529278878255
Suyash P. Awate,0.1496858908110048,0.43548654154495686,0.3040047440864317,0.6479903388948991,0.3165241100109674,0.7103439711230697,0.350019504870805,0.5442431222941627,0.7117139550262948,0.8355816234073012,0.5995501915160147,0.9369084377514993,0.6345469316166527,0.8147781837312581,0.1974197527170034,0.22881516034449684,0.7947231367710493,0.33502027247413835,0.2755042673024474,0.8914836861333203,0.23481428774970736,0.19198599647604017,0.7800635145121552,0.6377844623414285,0.24610990092889748,0.6221179891743849,0.3429505361846147,0.330664381154934,0.1311979373546424,0.9238680053824176,0.28762074906953256,0.6722400049198641,0.5078145852367524,0.9118637339340198,0.15365889612285302,0.8295323684808404,0.7673067591712398,0.7001500362005724,0.842978035623864,0.7149620563271404,0.7613492753157004,0.6206557076450974,0.2559205395369968,0.28226113736528585,0.8057979768462036,0.1596455378896483,0.6592443141383448,0.7043422387764174,0.7506561846900018,0.28085866022907074,0.18410255604026846,0.49538458824978054,0.1821370619077613,0.3136882494971622,0.5466979490053072,0.5313976500630708,0.738884018225893,0.677288536214175,0.5868376290580802,0.9213849540538889,0.9192439889744805,0.7694926435728918,0.8519449015157233,1.0,0.2347807955663082,0.9044897823567997,0.6759671205990784,0.7601054886401862,0.4710913088117035,0.3611804646201837
Kartik Nagar,0.20527447061977327,0.4546527423922122,0.31057938572077476,0.41086426362502687,0.7140887033453529,0.08344392607696266,0.40576430398802804,0.28526751455606125,0.14989427555708046,0.19744429468645575,0.4212035697121504,0.14721128406447548,0.42258359456117367,0.156516083479333,0.22718632892380394,0.2428157036454447,0.11397614140764094,0.7637520559049322,0.292892894316915,0.14123162982793624,0.32806245280397217,0.2161865771545108,0.10731319042648779,0.5217117882272926,0.35034990832543217,0.29045396674814294,0.19970867839905537,0.4294356194315127,0.20637181732109028,0.104348559819035,0.351614416056108,0.38604775968816246,0.13951137907225436,0.09919093537966524,0.26233438237255824,0.16977091887595464,0.15036476533382948,0.16701103655209962,0.5288890753421842,0.3322474760354151,0.07653075951707439,0.4195529728940512,0.1757343060517316,0.3511873310314432,0.27164256450954877,0.3300362512133748,0.16254962606596138,0.2866914808204752,0.34176796416806177,0.2477087981871217,0.2434233404846792,0.1469998275552401,0.21630712121384,0.49728546156308556,0.19239034990695217,0.2375447912016631,0.20496462490453451,0.5904181712547731,0.2603474882451695,0.139193102745826,0.15682279404393176,0.1877717461931835,0.24421017674795525,0.2347807955663082,1.0,0.0961603263250135,0.34929287589160074,0.11639052361547857,0.26808269244670707,0.26815367693088926
Anurag Mittal,0.14075296628674727,0.34849088832984415,0.32779139516726613,0.541404962299213,0.23557064987087784,0.8507794157333995,0.08030980338762587,0.47872715740534844,0.8218442519659777,0.8599010766556568,0.5958844808434696,0.9642490676130208,0.4347980599799124,0.8454902454026628,0.0764394033040557,0.14588006549450053,0.9168598597210283,0.08243803829112466,0.1258902182510625,0.9506371684210753,0.322165518334082,0.04674769509537758,0.8814804564779627,0.5422527877852744,0.2662018630731481,0.5512250062304135,0.2672289463591362,0.1619793397573468,0.07237108564777772,0.9710826102109456,0.11732702965979025,0.5554893319908505,0.5723839935999917,0.9797520892674558,0.02684718471198895,0.9079906465197309,0.8029857777134982,0.7746165665687561,0.6318346879959195,0.722463974961779,0.8743545035512745,0.46861768295240086,0.15376000226939907,0.22427227090246252,0.5713267406456942,0.1870856603519941,0.7362823088100984,0.7883803545732094,0.7839156121703869,0.12283726770913152,0.02436963558200774,0.5754280604814948,0.031923520084560945,0.12437070347108552,0.5918321663363074,0.538882583744853,0.7454595023285051,0.4496521277568218,0.5187034798861939,0.9666282462921799,0.9553343642621143,0.729617843776457,0.7924645567221472,0.9044897823567997,0.0961603263250135,1.0000000000000004,0.34859328875968193,0.8585848662786119,0.5784582208898001,0.26229746700906237
Vijay Natarajan,0.19205863488847472,0.5018392526268138,0.3189846938411596,0.6243498448563763,0.43671372864893876,0.27172077479060475,0.6278389580084902,0.37398307423648836,0.32623284055601004,0.53748088394978,0.37732055048232466,0.434571846467785,0.7610789859505078,0.5070700362822355,0.18547277138028373,0.43533319703875106,0.3425058374583166,0.5322543119168283,0.3034514703249145,0.3983920631335718,0.16481189577182803,0.21298025049387428,0.30868180896847175,0.5665262255491625,0.2734520655973223,0.5413834837520026,0.22390630408530462,0.676526044962662,0.27501538790972363,0.37002071610631304,0.31659090523288946,0.5545671470401727,0.21986672385099676,0.4120360175554506,0.18522290767161895,0.4260858728578294,0.4716912428875711,0.40649785809663636,0.8249953994608361,0.47259648274040356,0.3122221420215796,0.7516440535502903,0.18464295408455159,0.39019737748825273,0.777859928094929,0.2398926739219059,0.39381977315352723,0.3531071344391709,0.5085985794040023,0.36268632992112115,0.2447350756669203,0.29907891567025285,0.22321310979600498,0.580324484714597,0.21339590935665143,0.26229226451076004,0.49221963078295755,0.839151969922914,0.5149442658401433,0.3472914520271087,0.4334879998562414,0.4894163929902636,0.6630258039717107,0.6759671205990784,0.34929287589160074,0.34859328875968193,1.0,0.32510517079041396,0.22063973167797574,0.3919369380519328
Balaraman Ravindran,0.20628077550086674,0.3818043480853037,0.39980403644691226,0.6642138820037974,0.23641349759331218,0.9565767861505806,0.255838194121741,0.6500534754895237,0.9688085486627104,0.9159437043101357,0.7753996666287585,0.7944189337625642,0.6153478524252975,0.9519051221287863,0.25141434882142644,0.18295316325852962,0.9417865410802377,0.16289882001940428,0.2795045343072142,0.8235155123874983,0.3662721614867472,0.19698907923306233,0.9744929948674035,0.7339103163681845,0.3365488146356903,0.7573788760304426,0.47853141721529396,0.21646713743065774,0.1649809155873747,0.7825257116708451,0.31907651712112184,0.7252927540013424,0.6799160824721704,0.9273548809262406,0.18175917942292086,0.9494810944110483,0.9660032381193946,0.823147478710907,0.5646639681523477,0.9294114236614283,0.9845501448226319,0.524757379225666,0.3453214046657186,0.2881880589991966,0.47250285174078566,0.22776105590391188,0.7531018463902995,0.8080394757788815,0.8436003568052395,0.335717686355366,0.19207732746701314,0.5301766212977923,0.2034998925372188,0.2142511722128357,0.546096161831308,0.7813714825806949,0.9576327568268298,0.3993660742936069,0.44068153614828,0.7760353961320337,0.9344749826329821,0.7375418885429182,0.9170631208083885,0.7601054886401862,0.11639052361547857,0.8585848662786119,0.32510517079041396,1.0,0.7148103030917077,0.46871494202996244
Vinay Ribeiro,0.7993350589598089,0.5314905047675561,0.527963114321577,0.8583896738429694,0.25362030508650435,0.6621543582573544,0.16949323232820054,0.45421686122361615,0.8134683349757482,0.6726583555994263,0.6060189104823125,0.6249636552017096,0.7038330425157803,0.6666491863172899,0.10555185212755475,0.6201918202239886,0.7163460474700499,0.17146105037968037,0.22602541059889647,0.7202523794765364,0.4735427509007375,0.1167523837708869,0.804364345791507,0.7416293760870799,0.5141299010417492,0.5207972224882557,0.29390515739261885,0.4748381345297861,0.7213951844605568,0.5402492429372208,0.2541593319495756,0.43735781904372834,0.9426881589224616,0.6372388491939431,0.0815163120822361,0.7329246043611685,0.63435777122629,0.6186738662264099,0.3951366352401593,0.7122084907892496,0.636948903503189,0.760777750040314,0.14957869563097134,0.8230684966440956,0.3042055772829596,0.6197583292544311,0.5532076964477587,0.792511528595951,0.8028728242719235,0.47191217367934507,0.05679765040178551,0.5089798125210259,0.07464195093402883,0.5655830289718992,0.874855126011014,0.6867341024704351,0.6433246748611867,0.2972343061954518,0.6008346250159285,0.5079305527343072,0.663002275197704,0.7677121966976455,0.6799722144913755,0.4710913088117035,0.26808269244670707,0.5784582208898001,0.22063973167797574,0.7148103030917077,1.0,0.7811727011945482
abhilash jindal,0.8415724884555129,0.4577986792174023,0.31492570687062044,0.898249157460732,0.2025501097597196,0.3586604170657366,0.5858444129494887,0.622639123798526,0.5103009141929467,0.5021766055016519,0.5010786376275772,0.4056856699276527,0.8597394787207383,0.49465665954942345,0.46782143861630393,0.7112035506620005,0.41185259179475286,0.34086916685380225,0.6209757241062418,0.45845014460599903,0.13319925575043642,0.5231120301529802,0.5675237409603234,0.7717673128663016,0.31911727616520363,0.5922498492416128,0.5608748057967184,0.48867758584529825,0.8456196011849129,0.31378702579353224,0.6445806882023817,0.5780812833347455,0.8712488388624108,0.359249591365777,0.44584696209272745,0.49494813583464814,0.40689994434611254,0.4300850833601403,0.337990952424495,0.605553050642284,0.33153126996934335,0.715463963613372,0.4882945685823323,0.7865167803382848,0.536631583034563,0.4203765940752547,0.3479750283769238,0.6049144685368107,0.6258884281829278,0.8646594967684372,0.4717903056056083,0.36975794668705525,0.4750186320803091,0.7649805105689458,0.7904481164234486,0.7711929199255146,0.5158169613402261,0.3290339873535247,0.6641531906533337,0.2820633275538963,0.4686083175718523,0.7543076977753397,0.5710529278878255,0.3611804646201837,0.26815367693088926,0.26229746700906237,0.3919369380519328,0.46871494202996244,0.7811727011945482,0.9999999999999998
