Professor Name,0,1,2,3,4,5,6,7,8,9,10,h-index,Total Publications,Home Page,2018,2019,2020,2021,2022,Score
Ayon Chakraborty,-0.9740408053480936,1.1093242505353287,-0.08117006711234119,2.002194988771081,-0.08117006711234119,-0.08117006711234119,-0.9740408053480936,1.406947829947246,-0.6764172259361761,-0.6764172259361761,-0.9740408053480936,13,15,https://www.cse.iitm.ac.in/~ayon/,3,5,0,5,2,0.8918406072106262
Shishir N. Y. Kolathaya,-0.8270490628035704,0.7088991966887745,0.23629973222959152,2.126697590066324,-0.11814986611479576,1.535948259492345,-0.8270490628035704,-0.3544495983443873,-0.8270490628035704,-0.8270490628035704,-0.8270490628035704,13,32,http://shishirny.com/,4,6,9,7,4,2.1442125237191654
Surender Baswana,-0.603250603250905,-0.254000254000381,2.1907521907532863,-0.603250603250905,1.8415018415027622,-0.603250603250905,0.4445004445006668,-0.603250603250905,-0.603250603250905,-0.603250603250905,-0.603250603250905,13,13,http://www.cse.iitk.ac.in/~sbaswana,3,4,2,0,4,0.7590132827324478
Neeldhara Misra,-0.37226332466596834,-0.37226332466596834,3.1538976117533424,-0.25851619768470024,-0.25851619768470024,-0.37226332466596834,-0.37226332466596834,-0.25851619768470024,-0.14476907070343215,-0.37226332466596834,-0.37226332466596834,14,37,http://www.neeldhara.com/,4,9,8,6,11,3.0740037950664134
Mayank Singh,2.7767036490498445,0.020454538851195893,-0.6545452432382691,0.8079542846222385,0.4142044117367172,-0.7107952250790579,-0.5420452795566917,-0.4857952977159029,-0.26079537035274786,-0.7107952250790579,-0.6545452432382691,11,52,http://mayank4490.github.io/,2,10,16,18,8,4.573055028462998
Chandan Saha,-0.3928371006591931,-0.3928371006591931,3.0641293851417064,0.4714045207910318,-0.3928371006591931,-0.3928371006591931,-0.3928371006591931,-0.3928371006591931,-0.3928371006591931,-0.3928371006591931,-0.3928371006591931,13,13,https://drona.csa.iisc.ac.in/~chandan/,2,4,3,1,2,0.6261859582542695
Rijurekha Sen,-0.3942112336951044,-0.051869899170408434,-0.6224387900449018,3.0292021115518555,0.1763576571793889,-0.28009745552020576,-0.6224387900449018,0.06224387900449022,-0.051869899170408434,-0.6224387900449018,-0.6224387900449018,14,16,http://www.cse.iitd.ac.in/~rijurekha/,3,3,3,4,3,1.1195445920303606
Gugan Thoppe | गुगन थोप्पे,-0.9574271077563381,-0.47871355387816905,1.9148542155126762,1.4361406616345072,0.0,-0.47871355387816905,-0.9574271077563381,0.47871355387816905,0.9574271077563381,-0.9574271077563381,-0.9574271077563381,8,14,https://sites.google.com/site/gugancth/,3,1,3,3,4,1.1195445920303606
Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,-0.47580563899302514,-0.23572022482223262,-0.0436518934855986,2.789355993729753,1.1087580945342055,-0.6198568874955006,-0.5238227218271836,-0.47580563899302514,-0.3317543904905496,-0.6198568874955006,-0.5718398046613421,19,46,https://www.csa.iisc.ac.in/~mnm/,8,9,15,11,3,3.0360531309297913
Vinay P. Namboodiri,0.7161455359860842,0.9207585462678226,-0.6138390308452151,2.598585230578077,0.1636904082253907,-0.6343003318733889,-0.6752229339297365,-0.36830341850712905,-0.6752229339297365,-0.6547616329015628,-0.7775294390706058,25,135,https://vinaypn.github.io/,14,24,36,36,17,10.0
Anirban Dasgupta,-0.18738292224896538,0.018738292224896518,1.6677080080157916,1.4615867935419298,1.4615867935419298,-1.011867780144413,-0.39350413672282725,-0.805746565670551,-0.18738292224896538,-1.011867780144413,-1.011867780144413,21,24,http://sites.google.com/site/anirbandasgupta,8,3,4,4,5,1.5939278937381407
Arkaprava Basu,2.235652202434968,-0.6799148450704283,-0.806678629744576,-0.806678629744576,1.6018332790642296,-0.42638727572213303,-0.6799148450704283,-0.04609592169969002,-0.17285970637383768,0.5877230016710483,-0.806678629744576,15,46,http://www.csa.iisc.ac.in/~arkapravab/,17,7,7,11,4,2.713472485768501
Chester Rebeiro,-0.9082018160676218,0.12020318153836174,0.85477817982835,-0.17362681777763356,0.41403318085435703,-0.7612868164096241,-0.7612868164096241,2.617758175724322,0.12020318153836174,-0.6143718167516266,-0.9082018160676218,15,36,http://cse.iitm.ac.in/~chester,4,12,8,3,9,2.4857685009487667
Purushottam Kar,-0.03788072042070787,-0.5934646199244238,0.10101525445522111,2.7400387770978716,1.0732870785867241,-0.5934646199244238,-0.5934646199244238,-0.17677669529663687,-0.5934646199244238,-0.7323605948003528,-0.5934646199244238,19,23,https://www.cse.iitk.ac.in/users/purushot/,3,2,3,6,5,1.631878557874763
Sukhendu Das,-0.4161059734807827,2.2581930920361577,-0.26181948893172846,1.898191294755031,-0.1589618325656923,-0.570392458029837,-0.621821286212855,-0.1589618325656923,-0.621821286212855,-0.6732501143958731,-0.6732501143958731,13,36,http://www.cse.iitm.ac.in/~sdas,16,9,4,2,5,1.631878557874763
Uday Reddy Bondhugula,1.1783766072743587,-0.021821789023599217,2.3785750035723168,0.6982972487551755,-0.5019011475427824,-0.9819805060619656,-0.5019011475427824,-0.5019011475427824,-0.5019011475427824,-1.222020185321557,-0.021821789023599217,22,16,https://www.csa.iisc.ac.in/~udayb,4,2,5,3,2,1.0056925996204935
Subhashish Banerjee,0.4020422005641731,0.10721125348377952,-0.18761969359661407,-0.18761969359661407,0.6968731476445666,-0.7772815877574012,-0.7772815877574012,2.760689777207322,-0.48245064067700766,-0.7772815877574012,-0.7772815877574012,25,84,http://home.iitj.ac.in/~subhashish,22,16,15,16,14,5.673624288425048
Piyush Rai,-0.14629435219865944,0.10128070536830272,-0.35260690017112795,2.9483938673883676,0.6376933300967208,-0.6001819577380901,-0.6001819577380901,-0.35260690017112795,-0.476394428954609,-0.5589194481435964,-0.6001819577380901,28,51,https://www.cse.iitk.ac.in/users/piyush/,7,11,13,14,5,3.548387096774194
Mitesh Khapra,2.173550053686688,0.2131616612136463,-0.5940570886281944,1.7507211847219144,0.40535660165217985,-0.7478130409790212,-0.5940570886281944,-0.5556181005404878,-0.5556181005404878,-0.7478130409790212,-0.7478130409790212,29,74,https://www.cse.iitm.ac.in/~miteshk,18,12,13,11,21,5.863377609108159
Shalabh Bhatnagar,-0.7486170004828491,-0.6430428081070626,1.8379507127239179,2.20746038603917,-0.1151718462281306,0.25433782708712177,-0.484681519543383,-0.484681519543383,-0.3263202309797034,-0.7486170004828491,-0.7486170004828491,23,69,https://www.csa.iisc.ac.in/~shalabh/,13,22,11,7,14,4.288425047438331
Prashanth L.A.,-0.5518587422406658,-0.5518587422406658,2.8792630029947786,0.8997696884358682,-0.1559600793288838,-0.023993858358289797,-0.5518587422406658,-0.4198925212700718,-0.4198925212700718,-0.5518587422406658,-0.5518587422406658,17,24,http://cse.iitm.ac.in/~prashla/,4,8,2,4,5,1.4611005692599621
Shanmuganathan Raman,-0.5381036244460137,2.130109684335515,-0.29275067651208003,2.068771447352032,-0.2620815580203383,-0.5381036244460137,-0.6607800984129806,-0.35408891349556343,-0.29275067651208003,-0.5687727429377554,-0.6914492169047223,18,63,http://people.iitgn.ac.in/~shanmuga/,6,20,11,10,16,4.762808349146111
Abhishek Bichhawat,0.0,-0.6243106434520871,-0.20810354781736237,-0.8324141912694495,1.664828382538899,0.20810354781736237,-0.6243106434520871,2.289139025990986,-0.20810354781736237,-0.8324141912694495,-0.8324141912694495,6,13,http://people.iitgn.ac.in/~abhishek/,0,0,2,9,3,1.4990512333965844
Vinay Ribeiro,-0.6165256966823333,-0.4045949884477812,-0.6165256966823333,2.350504218601395,0.019266428021322897,-0.8284564049168852,-0.19266428021322915,1.714712093897739,-0.19266428021322915,-0.4045949884477812,-0.8284564049168852,9,19,https://www.cse.iitb.ac.in/~vinayr,1,2,2,8,5,1.74573055028463
Vijay Natarajan,-0.6699669207641991,0.6375491665336732,0.04322367230736764,-0.3133716242284157,2.8959860445936343,-0.6699669207641991,-0.6699669207641991,0.04322367230736764,-0.07564142653789348,-0.551101821918938,-0.6699669207641991,19,26,https://www.csa.iisc.ac.in/~vijayn,2,4,7,5,6,1.9924098671726758
Vinod Ganapathy,-0.49009802940980357,0.28005601680560194,-1.2602520756252091,0.28005601680560194,1.4352870861287101,-0.10502100630210083,-1.2602520756252091,1.8203641092364127,0.6651330399133046,-0.10502100630210083,-1.2602520756252091,17,13,http://www.csa.iisc.ac.in/~vg,2,1,5,3,1,0.7969639468690701
Shirish Shevade,0.7502492207766053,-0.10054886464016358,-0.4408680988068711,2.8772444343185275,0.15469056098486708,-0.6961075244319017,-0.525947907348548,-0.3557882902651942,-0.6961075244319017,-0.6961075244319017,-0.27070848172351736,15,24,http://drona.csa.iisc.ac.in/~shirish/,3,6,4,7,4,1.74573055028463
Smruti R. Sarangi,-0.3884570883889224,0.14567140814584606,0.4127356564132303,1.4809926494827672,1.347460525349075,-0.5219892125226145,-1.3231819573247672,1.213928401215383,0.012139284012153936,-0.7890534607899987,-1.5902462055921514,15,61,http://www.cse.iitd.ac.in/~srsarangi,9,14,9,12,15,4.629981024667932
Partha Talukdar,2.054134180023343,-0.23757779662191691,-0.5592215828177428,1.7324903938275171,0.8881754550634738,-0.7200434759156558,-0.6396325293666993,-0.6798380026411776,-0.35819421644535165,-0.8004544224646123,-0.6798380026411776,36,71,https://parthatalukdar.github.io/,14,16,12,12,15,4.990512333965844
Nipun Batra,-0.2017626431870794,0.14866721076942688,0.03185725945059145,2.4848662371461354,1.4335766752766168,-0.6690024484624212,-0.7858123997812566,-0.31857259450591485,-0.5521924971435858,-0.7858123997812566,-0.7858123997812566,19,37,https://nipunbatra.github.io/,2,4,16,3,11,3.2068311195445918
Arindam Khan,-0.3818056258614721,-0.5053309754048896,2.953378811810799,-0.5053309754048896,-0.011229577231219758,-0.5053309754048896,-0.25828027631805467,-0.5053309754048896,0.7299225200292849,-0.5053309754048896,-0.5053309754048896,13,28,https://www.csa.iisc.ac.in/~arindamkhan/,0,0,4,11,11,3.092979127134725
Nitin Saxena,-0.181848241863327,0.21821789023599236,3.0186808149312276,-0.5819143739626463,-0.181848241863327,-0.5819143739626463,-0.5819143739626463,0.21821789023599236,-0.181848241863327,-0.5819143739626463,-0.5819143739626463,18,11,http://www.cse.iitk.ac.in/users/nitin,6,5,0,0,0,0.0759013282732448
KC Sivaramakrishnan,0.7736421443326913,-0.8022955570857538,-0.17192047651837583,-0.8022955570857538,1.0888296846163803,0.45845460404900223,-0.8022955570857538,-0.48710801680206484,2.3495798457511365,-0.8022955570857538,-0.8022955570857538,12,13,https://kcsrk.info/,7,2,2,3,1,0.683111954459203
Raghavan Komondoor,-0.9819805060619659,1.4184162865339505,-0.9819805060619659,0.21821789023599233,1.4184162865339505,-0.9819805060619659,0.21821789023599233,0.21821789023599233,1.4184162865339505,-0.9819805060619659,-0.9819805060619659,8,8,http://www.csa.iisc.ernet.in/~raghavan/,1,1,2,3,1,0.5502846299810247
Shweta Agrawal,-0.41860286079152226,-0.41860286079152226,0.062478038924107734,0.4061072530067006,-0.0749736467089294,-0.4873287036080408,-0.4873287036080408,3.017689280034406,-0.41860286079152226,-0.4873287036080408,-0.6935062320575965,21,37,http://www.cse.iitm.ac.in/~shwetaag/,4,4,11,7,8,2.865275142314991
V Krishna Nandivada,0.0,-0.4890096469218258,0.2445048234609129,-0.4890096469218258,1.4670289407654775,-0.4890096469218258,-0.7335144703827388,-0.9780192938436516,2.445048234609129,-0.7335144703827388,-0.2445048234609129,9,20,http://www.cse.iitm.ac.in/~krishna,3,11,5,1,0,0.6261859582542695
Naveen Garg,0.08948249794078404,-0.566722486958299,3.042404929986658,-0.566722486958299,-0.566722486958299,-0.566722486958299,0.08948249794078404,0.08948249794078404,-0.23861999450875745,-0.23861999450875745,-0.566722486958299,22,11,http://www.cse.iitd.ac.in/~naveen/,3,1,3,2,2,0.7020872865275142
Arpita Patra,-0.4805110705617177,-0.5693450499932958,0.496662703185641,0.4078287237540629,-0.16959214255119448,-0.6137620397090848,-0.6581790294248738,2.895180147838249,-0.0363411734038274,-0.6137620397090848,-0.6581790294248738,19,57,https://www.csa.iisc.ac.in/~arpita/,6,5,6,8,27,5.54079696394687
Arnab Bhattacharya,-0.8778086039709792,0.40964401518645704,-0.23408229439226108,-0.23408229439226108,1.6970966343438934,-0.8778086039709792,1.6970966343438934,-0.8778086039709792,1.0533703247651751,-0.8778086039709792,-0.8778086039709792,13,7,http://www.cse.iitk.ac.in/users/arnabb/,5,2,0,0,0,0.0
Jayant Haritsa,0.030081329533234204,-0.5214097119093933,-0.3008132953323423,-0.3008132953323423,0.5815723709758618,-0.8523043367749699,2.787536536746372,-0.1905150870438168,0.47127416268733624,-0.8523043367749699,-0.8523043367749699,16,17,http://dsl.cds.iisc.ac.in/~haritsa,6,4,2,5,1,0.9297912713472485
Bhavana Kanukurthi,0.07332355751067668,-0.7332355751067665,0.07332355751067668,0.8798826901281197,-0.7332355751067665,-0.7332355751067665,-0.7332355751067665,2.493000955363006,0.8798826901281197,-0.7332355751067665,-0.7332355751067665,10,8,http://drona.csa.iisc.ernet.in/~bhavana/,2,1,1,2,3,0.6831119544592033
Kartik Nagar,-0.4517699029348238,-0.4517699029348238,-0.15944820103582014,-0.7440916048338274,0.13287350086318347,-0.4517699029348238,1.0098386065601943,-0.15944820103582014,2.763768817954216,-0.7440916048338274,-0.7440916048338274,5,8,http://kartiknagar.github.io/,1,2,1,2,2,0.5313092979127135
Devarajan Sridharan,-0.47382078878257483,1.5031556057929958,-0.47382078878257483,2.222056112911385,0.9639802254542038,-0.47382078878257483,-0.6535459155621721,-0.6535459155621721,-0.47382078878257483,-0.6535459155621721,-0.8332710423417695,12,17,http://cns.iisc.ac.in/sridhar,0,7,3,2,6,1.3662239089184063
Balaraman Ravindran,-0.29286596551193567,0.3792508905909958,0.1474864574520539,2.9286596551193567,0.24019223070763068,-0.24651307888414728,-0.6405126152203485,-0.4319246253953008,-0.6173361719064543,-0.7332183884759252,-0.7332183884759252,30,123,http://www.cse.iitm.ac.in/~ravi,28,24,27,25,23,9.240986717267551
Siddharth Barman,-0.41732158268029534,-0.41732158268029534,3.1366428633712515,-0.1211578788426664,-0.41732158268029534,-0.41732158268029534,-0.1211578788426664,-0.2692397307614809,-0.1211578788426664,-0.41732158268029534,-0.41732158268029534,18,39,https://www.csa.iisc.ac.in/~barman/,8,7,10,4,9,2.732447817836812
Chaya Ganesh,-0.4311306135592268,-0.31256969483043945,-0.1940087761016521,-0.1940087761016521,-0.07544785737286473,-0.4311306135592268,-0.4311306135592268,3.125696948304394,-0.07544785737286473,-0.4311306135592268,-0.5496915322880142,13,25,https://www.csa.iisc.ac.in/~chaya/,2,3,1,6,10,2.239089184060721
Anurag Mittal,0.1435916317235476,2.0521637367157015,-0.5803495115493383,2.0521637367157015,-0.18547252430958236,-0.5803495115493383,-0.5145366803427124,-0.25128535551620834,-0.7119751739625904,-0.7119751739625904,-0.7119751739625904,18,30,http://sites.google.com/view/anurag-mittal/,7,5,7,4,7,2.1442125237191654
